Lon	Lat	Region	TypeCatOld	KW_Simple	KW_Working	Name	Map
47.20469	41.34856	Rihab	regions	region	region	Šakkī	cornu16
47.20469	41.34856	Rihab	towns	cite	cite	Šakkī	cornu16
45.50578	41.39027	Rihab	towns	cite	cite	Ḫunān ?	cornu16
45.16780	41.56808	Rihab	towns	cite	cite	Qalʿaŧ Ibn Kandamān ?	cornu16
48.48301	41.84983	Rihab	villages	localite	localite	Ǧisr Samūr	cornu16
48.30854	42.04308	Rihab	towns	cite	cite	Bāb al-Abwāb	cornu16
44.83734	42.08410	Rihab	towns	cite	cite	Tiflīs	cornu16
45.26094	42.27111	Rihab	regions	district	district	Suġdabīl	cornu16
43.20001	42.55502	Rihab	regions	district	district	Ǧurzān	cornu16
51.54135	39.08291	Rihab/Daylam	waters	lac	lac	Baḥr al-Ḫazar	cornu16
34.94527	29.57226	Sham	towns	cite	cite/port	Aylaŧ/Waylaŧ	cornu9
35.17023	30.03245	Sham	towns	ville	ville	Ġarandal/ʿArandal	cornu9
35.72442	30.19664	Sham	towns	cite	cite	Maʿān/Muʿān	cornu1
35.32238	30.26155	Sham	regions	territoire	territoire	al-Ǧibāl	cornu1
35.47226	30.33334	Sham	villages	village	village	Wādī Mūsá	cornu1
35.75502	30.33962	Sham	capitals	capitale	capitale	Aḏrūḥ	cornu1
35.77450	30.59382	Sham	regions	circon	circon	al-Šarāt	cornu1
35.46845	31.03706	Sham	towns	cite	cite	Ṣuġar/Zuġar	cornu1
35.68544	31.06466	Sham	villages	village	village	Muʾtaŧ	cornu1
35.69038	31.17824	Sham	villages	village	village?	Karak	cornu1
35.04078	31.20812	Sham	waystations	etape	etape	al-Kusayfaŧ	cornu1
35.73272	31.25790	Sham	towns	cite	cite	Maʾāb/Muʾāb	cornu1
34.25897	31.30870	Sham	waystations	etape	etape	Rafḥ	cornu1
35.46173	31.38450	Sham	waters	lac	lac	Buḥayraŧ al-Muntinaŧ/Buḥayraŧ al-Maqlūbaŧ/Buḥayraŧ al-Miyyataŧ/Buḥayraŧ al-Ṣuġar	cornu1
34.45664	31.49664	Sham	towns	cite	cite	Ġazzaŧ	cornu1
34.42276	31.50145	Sham	towns	cite	cite	Mīmās	cornu1
35.08912	31.53018	Sham	towns	cite	cite	Ḥabraŧ/al-Ḫalīl/Ḥabrūn/Masǧid Ibrāhīm	cornu1
34.65335	31.56416	Sham	villages	bourgade	bourgade	al-Sukkariyyaŧ ?	cornu1
34.88059	31.60564	Sham	towns	cite	cite	Bayt Ǧibrīl/Bayt Ǧibrīn	cornu1
34.55455	31.66572	Sham	towns	cite	cite/port	ʿAsqalān	cornu1
35.18792	31.70926	Sham	villages	localite	localite	Bayt Laḥm	cornu1
35.20345	31.77768	Sham	towns	cite	cite	Bayt al-Maqdis/al-Quds/Īliyā	cornu1
34.66817	31.79837	Sham	sites	ribat	ribat	Azdūd/Yazdūd	cornu1
35.60287	31.80167	Sham	villages	localite	localite	Bayt al-Rām/Bayt Rāmaŧ/Bayt al-Rās	cornu1
34.63712	31.81276	Sham	sites	port	port	Māḥūz Azdūd	cornu1
34.97656	31.84394	Sham	villages	bourgade	bourgade	ʿAmawās	cornu1
35.43774	31.86043	Sham	towns	cite	cite	Riḥā/Arīḥā	cornu1
34.80861	31.86252	Sham	villages	village	village	ʿĀqir	cornu1
35.48149	31.86882	Sham	sites	fosse	fosse	al-Ġawr	cornu1
34.73521	31.87092	Sham	villages	village	village	Yubnā	cornu1
34.66888	31.87811	Sham	sites	port	port	Māḥūz Yubnā	cornu1
35.96419	31.89279	Sham	villages	village	village	al-Raqīm/al-Raqam	cornu1
34.86436	31.92484	Sham	capitals	capitale	capitale	al-Ramlaŧ	cornu1
35.91903	31.93113	Sham	towns	cite	cite	ʿAmmān	cornu1
34.88482	31.95598	Sham	villages	bourgade	bourgade	Ludd	cornu1
34.75362	32.06237	Sham	towns	cite	cite	Yāfā/Yāfaŧ	cornu1
36.08689	32.07029	Sham	waystations	etape	etape	al-Zarqāʾ ?	cornu1
35.96379	32.08487	Sham	regions	region	region	al-Balqāʾ	cornu1
35.56271	32.15774	Sham	waters	riviere	riviere	al-Urdunn	cornu1
34.88134	32.17778	Sham	villages	bourgade	bourgade	Kafarsābā	cornu1
34.80739	32.19588	Sham	towns	cite	cite	Arsūf	cornu1
35.24238	32.22047	Sham	towns	cite	cite	Nābulus	cornu1
35.15237	32.27085	Sham	villages	localite	localite	Sabasṭiyaŧ	cornu1
35.88040	32.27309	Sham	towns	cite	cite	Ǧuraš	cornu1
34.98155	32.29512	Sham	villages	localite	localite	Qalansuwaŧ	cornu1
35.38269	32.33910	Sham	waystations	etape	etape	Taʿāsir	cornu1
35.61434	32.43634	Sham	regions	circon	circon	Fahl	cornu1
34.89906	32.49326	Sham	towns	cite	cite	Qaysariyyaŧ	cornu1
35.49256	32.50000	Sham	towns	cite	cite	Baysān	cornu1
36.43071	32.51503	Sham	towns	cite	cite	Buṣrá	cornu9
35.27017	32.60823	Sham	towns	cite	cite	al-Laǧǧūn	cornu1
36.09087	32.61046	Sham	capitals	cheflieu	cheflieu	Aḏriʿāt	cornu1
36.73153	32.65059	Sham	regions	canton	canton	al-Ḥawrān	cornu1
36.55945	32.69627	Sham	villages	localite	localite	Suwaydāʾ	cornu1
36.15837	32.72189	Sham	regions	canton	canton	al-Baṯaniyyaŧ	cornu1
34.95381	32.74750	Sham	villages	localite	localite	al-Kanīsaŧ	cornu1
35.67655	32.77421	Sham	villages	bourgade	bourgade/passe	ʿAqabaŧ al-Fīq/Afīq/Fīq	cornu1
35.51241	32.77755	Sham	capitals	capitale	capitale	Ṭabariyyaŧ	cornu1
35.57727	32.80982	Sham	waters	lac	lac	Buḥayraŧ Ṭabariyyaŧ	cornu1
35.21458	32.86543	Sham	villages	bourgade	bourgade	Kābul	cornu1
36.02865	32.88099	Sham	towns	cite	cite	Nawá	cornu1
36.04321	32.92323	Sham	villages	localite	localite	al-Ǧābiyaŧ	cornu1
35.52565	32.92434	Sham	villages	bourgade	bourgade	Ǧubb Yūsuf	cornu1
35.07559	32.92878	Sham	towns	cite	cite	ʿAkkaŧ	cornu1
35.63816	32.97543	Sham	regions	canton	canton	al-Ḥulaŧ	cornu1
36.04321	32.98099	Sham	waystations	etape	etape	Ǧāsim	cornu1
35.45020	33.03094	Sham	villages	bourgade	bourgade	al-Ǧašš	cornu1
35.59845	33.06755	Sham	waters	lac	lac	Buḥayraŧ Qadas	cornu1
35.79833	33.09084	Sham	regions	canton	canton	al-Ǧawlān	cornu1
35.49123	33.12189	Sham	towns	cite	cite	Qadas	cornu1
35.43299	33.22604	Sham	villages	localite	localite	Maǧdal Salīm	cornu1
36.14580	33.22659	Sham	sites	lieu	lieu	Marǧ al-Ṣuffar	cornu1
35.67787	33.25150	Sham	towns	cite	cite	Bāniyās	cornu1
35.20796	33.26921	Sham	towns	cite	cite	Ṣūr	cornu1
36.23184	33.35826	Sham	waystations	etape	etape	al-Kuswaŧ	cornu1
35.56778	33.36423	Sham	waystations	etape	etape	Qaryaŧ al-ʿUyūn	cornu1
35.26620	33.39418	Sham	sites	port	site	ʿAḏnūn ?	cornu1
35.28606	33.45495	Sham	towns	cite	cite	Ṣarafandaŧ	cornu1
35.81024	33.45826	Sham	regions	region	region	Ǧabal Sanīr	cornu1
35.81024	33.45826	Sham	sites	montagne	montagne	Ǧabal Sanīr	cornu1
36.23184	33.46544	Sham	villages	bourgade	bourgade	Dārayyā	cornu1
36.47275	33.48862	Sham	waters	riviere	riviere	Baradá	cornu1
36.44363	33.50849	Sham	regions	riviere	canton	al-Ġūṭaŧ	cornu1
36.30199	33.51843	Sham	metropoles	metropole	metropole	Dimašq	cornu1
35.37475	33.56642	Sham	towns	cite	cite	Ṣaydāʾ	cornu1
35.71229	33.57083	Sham	waystations	etape	etape	al-Qarʿūn	cornu1
36.50981	33.60226	Sham	sites	lieu	lieu	Marǧ Rāhiṭ	cornu1
36.02468	33.64139	Sham	waters	source	source	al-Fīǧaŧ	cornu1
35.90422	33.72730	Sham	waystations	etape	etape	ʿAyn al-Ǧarr	cornu1
36.08756	33.73115	Sham	villages	localite	localite	Zabadānī	cornu1
36.60247	33.74546	Sham	waystations	etape	etape	al-Quṭayyifaŧ	cornu1
35.46741	33.77683	Sham	towns	cite	cite	al-Nāʿimaŧ	cornu1
36.74014	33.81588	Sham	waystations	etape	etape	Ǧarūd	cornu1
35.92143	33.83512	Sham	regions	canton	canton	al-Biqāʿ	cornu1
35.89165	33.86315	Sham	towns	cite	cite	ʿArǧamūš	cornu1
36.18816	33.88074	Sham	waystations	etape	etape	ʿAqabaŧ al-Rummān ?	cornu1
35.50910	33.90162	Sham	towns	cite	cite	Bayrūt	cornu1
36.59718	33.91260	Sham	sites	montagne	montagne	Ǧabal Qalamūn/Qalamūn	cornu1
35.61897	33.98398	Sham	towns	cite	cite	Ǧuniyyaŧ	cornu1
36.19213	34.01251	Sham	towns	cite	cite	Baʿlabakk	cornu1
36.73220	34.02567	Sham	waystations	etape	etape	al-Nabk	cornu1
35.65206	34.12764	Sham	towns	cite	cite	Ǧubayl	cornu1
35.99225	34.15941	Sham	sites	mont	mont	Ǧabal Lubnān	cornu1
36.84868	34.16598	Sham	waystations	etape	etape	Qāraŧ	cornu1
36.33244	34.19007	Sham	villages	village	village?	Labwaŧ	cornu1
37.24976	34.22510	Sham	waystations	etape	etape	al-Qaryatān	cornu1
35.67059	34.25903	Sham	sites	port	port	Baṯrūn	cornu1
37.10415	34.26231	Sham	sites	lieu	lieu	Ḥuwārīn #?	cornu1
36.93340	34.31043	Sham	waystations	etape	etape	Ṣadad	cornu1
35.73678	34.35634	Sham	towns	cite	cite	Anafaŧ	cornu1
36.42642	34.42297	Sham	waters	riviere	riviere	Nahr l-Maqlūb	cornu1
35.85194	34.44044	Sham	towns	cite	cite/port	Aṭrābulus/Ṭarābulus	cornu1
36.56409	34.44699	Sham	towns	cite	cite	Ǧūsiyaŧ	cornu1
37.38213	34.45245	Sham	waystations	etape	etape	Nihyā ?	cornu1
36.07300	34.52991	Sham	towns	cite	cite	ʿArqaŧ	cornu1
36.74279	34.53863	Sham	waystations	etape	etape	Šamsīn	cornu1
38.28754	34.54735	Sham	towns	cite	cite	Tadmur	cornu1
36.32185	34.71618	Sham	regions	circon	circon	Būqā	cornu1
36.72425	34.73793	Sham	capitals	capitale	capitale	Ḥimṣ	cornu1
36.35891	34.85533	Sham	sites	montagne	montagne	Ǧabal Ǧalīl	cornu1
36.93472	34.87271	Sham	waystations	etape	etape	Farʿāyā ?	cornu1
35.90356	34.89985	Sham	towns	cite	cite	Anṭarṭūs/Anṭarsūs/Ṭarṭūs	cornu1
36.41054	34.93133	Sham	towns	cite	cite	Rafaniyyaŧ	cornu1
36.75337	34.93350	Sham	towns	cite	cite	Rastān	cornu1
37.07106	35.00401	Sham	towns	cite	cite	Salamiyyaŧ	cornu1
35.91774	35.04801	Sham	villages	localite	localite	Marāqiyyaŧ	cornu1
37.57892	35.06025	Sham	waystations	etape	etape	al-Qasṭal	cornu1
36.76872	35.12587	Sham	towns	cite	cite	Ḥamāŧ	cornu1
35.97212	35.18256	Sham	towns	cite	cite	Bulunyās ?	cornu1
36.20321	35.20588	Sham	regions	region	region	Ǧabal Bahraŧ	cornu1
36.20321	35.20588	Sham	sites	montagne	montagne	Ǧabal Bahraŧ	cornu1
36.55938	35.25585	Sham	towns	cite	cite	Šayzar	cornu1
36.76600	35.28804	Sham	regions	district	district	Ṣawwarān	cornu1
36.62191	35.31245	Sham	villages	localite	localite	al-Aṭmīn/al-Laṭmīn	cornu1
35.95309	35.36567	Sham	towns	cite	cite	Ǧabalaŧ	cornu1
36.40440	35.41665	Sham	towns	cite	cite	Fāmiyyaŧ	cornu1
36.61239	35.50744	Sham	villages	bourgade	bourgade	Kafarṭāb	cornu1
35.80763	35.51961	Sham	towns	cite	cite	al-Lāḏiqiyyaŧ	cornu1
38.31435	35.52404	Sham	waystations	etape	etape	al-Buṭlāmiyyaŧ/al-Ḫirbaŧ ?	cornu1
38.77933	35.60242	Sham	waystations	etape	etape	al-Ruṣāfaŧ	cornu1
36.74697	35.63129	Sham	regions	district	district	Tall Mannas	cornu1
36.69124	35.64344	Sham	towns	cite	cite	Maʿarraŧ al-Nuʿmān	cornu1
35.80083	35.66663	Sham	villages	localite	localite	Fāsiraŧ/Kāsiraŧ/Qāsiraŧ ?	cornu1
36.58384	35.66884	Sham	sites	mont	mont	Ǧabal al-Sumāq	cornu1
36.27118	35.67547	Sham	sites	forteresse	forteresse	Ḥiṣn Barzūyaŧ	cornu1
36.54442	35.68430	Sham	villages	localite	localite	al-Bāraŧ ?	cornu1
37.50551	35.78031	Sham	towns	cite	cite	al-Ḫunāṣiraŧ	cornu1
38.38504	35.81449	Sham	waters	riviere	riviere	al-Furāt	cornu1
36.72250	35.89492	Sham	villages	localite	localite	Sarmīn	cornu1
38.49243	35.92575	Sham	waystations	etape	etape	Dawsar	cornu1
36.42208	35.99287	Sham	waters	riviere	riviere	al-Urunṭ/al-Urund	cornu1
37.02701	35.99617	Sham	capitals	capitale	capitale	Qinnasrīn	cornu1
36.69667	36.01376	Sham	towns	cite	cite	Maʿarraŧ Qinnasrīn	cornu1
38.09005	36.02806	Sham	towns	cite	cite	Bālis	cornu1
37.69991	36.08630	Sham	towns	cite	cite	Ḫušāf	cornu1
35.99387	36.08960	Sham	towns	cite	cite	al-Suwaydiyyaŧ	cornu1
36.83533	36.13792	Sham	waystations	etape	etape	al-Aṯārib	cornu1
36.18418	36.19718	Sham	towns	cite	cite	Anṭākiyyaŧ	cornu1
37.17518	36.19828	Sham	capitals	capitale	capitale	Ḥalab	cornu1
36.70483	36.23776	Sham	towns	cite	cite	Tīzīn/Tūzīn	cornu1
37.22956	36.29913	Sham	waters	riviere	riviere	Nahr Quwayq	cornu1
36.05096	36.33966	Sham	sites	montagne	montagne	Ǧabal al-Lukkām	cornu1
36.47102	36.38345	Sham	waystations	etape	etape	ʿAmq	cornu1
36.22768	36.41518	Sham	villages	localite	localite	Baġrās	cornu1
36.19234	36.57473	Sham	towns	cite	cite	Iskandarūnaŧ/Iskandarīyaŧ	cornu1
36.94952	36.72960	Sham	towns	cite	cite	Qūrus	cornu1
36.23856	36.75139	Sham	towns	cite	cite	Bayyās	cornu1
35.58877	36.79276	Sham	waters	fleuve	fleuve	al-Ǧayḥān	cornu1
35.28698	36.80583	Sham	waters	fleuve	fleuve	Nahr Sayḥān	cornu1
38.00577	36.81562	Sham	towns	cite	cite	Ǧarabuluṣ	cornu1
36.16107	36.86458	Sham	sites	placeforte	placeforte	Tīnāt/Ḥiṣn al-Tīnāt	cornu1
34.95529	36.90807	Sham	towns	cite	cite	Ṭarsūs/Anṭarsūs/Anṭarṭūs	cornu1
35.66897	36.94067	Sham	sites	placeforte	placeforte	al-Miṣṣīṣaŧ	cornu1
35.34272	36.96023	Sham	sites	placeforte	placeforte	Aḏanaŧ	cornu1
15.29356	37.09110	Sicile	towns	cite	cite	Saraqūsaŧ	cornu15
14.21096	37.18500	Sicile	towns	cite	cite	Buṯīraŧ ?	cornu15
15.02478	37.29252	Sicile	towns	cite	cite	Lantīnī	cornu15
13.59290	37.30538	Sicile	towns	cite	cite	Ǧirǧant	cornu15
13.86212	37.35487	Sicile	towns	cite	cite	ʿAyn al-Muġaṭṭāʾ	cornu15
15.10968	37.52663	Sicile	towns	cite	cite	Qaṭāniyaŧ	cornu15
13.21986	37.57066	Sicile	towns	cite	cite	Qalʿaŧ al-Ballūṭ	cornu15
14.91436	37.57624	Sicile	towns	cite	cite	Baṭarnwaŧ/Baṭarnw	cornu15
15.16730	37.62947	Sicile	towns	cite	cite	al-Yāǧ	cornu15
12.58978	37.64431	Sicile	towns	cite	cite	Māzar	cornu15
13.02806	37.67797	Sicile	towns	cite	cite	Balǧaŧ	cornu15
12.88988	37.70830	Sicile	towns	cite	cite	Barṭannaŧ	cornu15
13.31224	37.81007	Sicile	towns	cite	cite	Qurliyūn	cornu15
14.13046	37.81415	Sicile	towns	cite	cite/citadelle	Baṭarliyyaŧ	cornu15
13.91402	37.83361	Sicile	towns	cite	cite	Qalʿaŧ Abū Ṯawr	cornu15
14.18940	37.85376	Sicile	towns	cite	cite	Ǧārās	cornu15
15.27552	37.86261	Sicile	towns	cite	cite	Ṭabarmīn	cornu15
13.95010	37.93291	Sicile	towns	cite	cite	Qalʿaŧ al-Ṣirāṭ	cornu15
13.70463	37.97037	Sicile	towns	cite	cite	Ṯirmaŧ	cornu15
13.87795	37.97731	Sicile	towns	cite	cite	Būrqād	cornu15
12.50893	37.98824	Sicile	towns	cite	cite	Aṭrābinuš	cornu15
14.36712	38.00365	Sicile	towns	cite	cite	Qalʿaŧ al-Qawārib	cornu15
13.11223	38.03112	Sicile	towns	cite	cite	Barṭinīq	cornu15
13.34479	38.10757	Sicile	capitals	capitale	capitale	Balarm	cornu15
13.09201	38.13882	Sicile	towns	cite	cite	Aḫyās	cornu15
15.48403	38.14806	Sicile	towns	cite	cite	Mīquš	cornu15
13.18997	38.15105	Sicile	towns	cite	cite	Qarīnaš	cornu15
15.40177	38.15878	Sicile	towns	cite	cite	Damannaš	cornu15
15.52846	38.17331	Sicile	towns	cite	cite	Massīnaŧ	cornu15
15.44048	38.18022	Sicile	towns	cite	cite	Ramṭaŧ/Rimṭaŧ	cornu15
67.85288	29.53796	Sijistan	capitals	cheflieu	cheflieu	Sīwī/Sīwaŧ	cornu19
67.65738	29.64265	Sijistan	regions	region	region	Bāliš/Bālis/Wāliš/Wālištān	cornu19
66.84894	29.79695	Sijistan	towns	cite	cite	Mastanǧ/Mastank	cornu19
62.37889	30.15265	Sijistan	towns	cite	cite	Kišš/Kiss	cornu19
61.20990	30.32501	Sijistan	towns	ville	ville	Rāmašahristān	cornu19
63.17371	30.47359	Sijistan	waters	riviere	riviere	Nahr Hilmand/Nahr Hindmand/Nahr Hīrmīd/Nahr Hīrmand	cornu19
67.02922	30.58971	Sijistan	towns	cite	cite	Asfabǧāy/Safanǧāwī ?	cornu19
62.12651	30.68777	Sijistan	towns	cite	cite	al-Ṭāq	cornu19
61.61613	30.75940	Sijistan	capitals	capitale	capitale	Zaranǧ	cornu19
62.18420	30.83786	Sijistan	regions	region	region	Nīšak	cornu19
61.91899	30.99252	Sijistan	towns	cite	cite	Zānbūq/Zānbūk	cornu19
66.37622	31.02943	Sijistan	sites	ribat	ribat	Ribāṭ Kankī ?	cornu19
62.17057	31.14385	Sijistan	villages	localite	localite	Sarūzan/Šarūzan ?	cornu19
61.74272	31.26104	Sijistan	towns	cite	cite	Karkūyah	cornu19
62.39332	31.28570	Sijistan	villages	localite	localite	Ḥarūrī	cornu19
63.54388	31.36919	Sijistan	sites	ribat	ribat	Ribāṭ Qahastān/Ribāṭ Hafšiyān ?	cornu19
63.92927	31.37330	Sijistan	sites	ribat	ribat	Ribāṭ ʿAbd Allãh ?	cornu19
63.14407	31.38151	Sijistan	sites	ribat	ribat	Ribāṭ Karūdīn ?	cornu19
65.88026	31.39074	Sijistan	sites	ribat	ribat	Ribāṭ al-Ḥaǧariyyaŧ ?	cornu19
64.39078	31.39108	Sijistan	capitals	cheflieu	qasaba/cheflieu	Bust	cornu19
64.39078	31.39108	Sijistan	regions	circonscription	circonscription	Bust	cornu19
65.33622	31.46253	Sijistan	villages	localite	localite	Kuhak	cornu19
61.23634	31.47449	Sijistan	waters	lac	lac	Buḥayraŧ Zarah/Buḥayraŧ al-Ṣanṭ	cornu19
62.76028	31.49499	Sijistan	towns	cite	cite	Ḫawāš/Ḫuwāš/Aḫwāš 	cornu19
65.52932	31.49823	Sijistan	regions	region	region	al-Ruḫḫāǧ/al-Raḫwaḏ	cornu19
65.43237	31.51036	Sijistan	towns	cite	cite	Banǧawāy	cornu19
62.23227	31.51377	Sijistan	towns	cite	cite	Qarnīn ?	cornu19
64.64236	31.54280	Sijistan	villages	localite	localite	Fīrūzqand	cornu19
60.05406	31.57770	Sijistan	towns	cite	cite	Nih/Nīh	cornu6
65.86183	31.59434	Sijistan	towns	cite	cite	Bakrābāḏ/Bakrāwāḏ ?	cornu19
65.69197	31.64414	Sijistan	regions	contree	contree	Qandahār	cornu19
65.69197	31.64414	Sijistan	towns	cite	cite	Qandahār	cornu19
61.60731	31.72221	Sijistan	towns	cite	cite	Ǧuwayn/Kuwayn	cornu19
66.38343	31.85842	Sijistan	sites	ribat	ribat	Ribāṭ Sarāb ?	cornu19
62.38610	31.96860	Sijistan	towns	cite	cite	Ǧizah/Kizah ?	cornu19
64.84747	31.97709	Sijistan	towns	cite	cite	Sarwān/Šarwān	cornu19
61.72109	32.01209	Sijistan	waters	riviere	riviere	Nahr Farah	cornu19
65.03496	32.18280	Sijistan	capitals	cheflieu	cheflieu	Dartal	cornu19
65.17678	32.23313	Sijistan	regions	region	region	Balad Dāwar/Balā Dāwar/Zamīn Dāwar	cornu19
62.06561	32.35928	Sijistan	towns	cite	cite	Farah	cornu19
67.33448	32.48440	Sijistan	villages	localite	localite	Ḫāysār/Ḫābišān/Ḫābisār ?	cornu19
64.79780	32.54487	Sijistan	waters	riviere	riviere	Nahr Bišlank	cornu19
65.38750	32.61829	Sijistan	towns	cite	cite	Darġaš	cornu19
64.81783	32.68170	Sijistan	regions	territoire	territoire	Bišlank	cornu19
64.81783	32.68170	Sijistan	towns	cite	cite	Bišlank	cornu19
65.00452	32.71541	Sijistan	regions	territoire	territoire	Baġnīn	cornu19
65.00452	32.71541	Sijistan	towns	cite	cite	Baġnīn	cornu19
68.40733	33.56409	Sijistan	capitals	capitale	capitale	Ġaznaŧ/Ġaznīn	cornu19
68.40733	33.56409	Sijistan	regions	circon	circon	Ġaznaŧ/Ġaznīn	cornu19
69.86876	33.95277	Sijistan	villages	localite	localite	Ūġ/Awaġ	cornu19
80.81976	7.60759	Sind	regions	ile	ile	Sarandīb	cornu20
73.04586	18.58187	Sind	towns	cite	cite	Ṣaymūr	cornu20
72.95093	19.52404	Sind	towns	cite	cite	Sūbāraŧ	cornu20
73.01422	19.90633	Sind	towns	cite	cite	Sandān	cornu20
72.56065	22.35228	Sind	towns	cite	cite	Kanbāyaŧ	cornu20
75.78308	23.20809	Sind	towns	cite	cite	Wuǧayn	cornu20
71.72209	23.61826	Sind	towns	cite	cite	Qāmuhul ?	cornu20
67.69101	24.43756	Sind	towns	cite	cite	al-Daybul	cornu19
83.42513	25.14934	Sind	waters	riviere	riviere	Nahr Ǧanǧas	cornu20
69.67968	25.32721	Sind	towns	cite	cite	Bānyaŧ ?	cornu19
60.63196	25.38207	Sind	towns	cite	cite	al-Tīz	cornu19
68.34181	25.42764	Sind	towns	cite	cite	al-Nīrūn/al-Bīrūn	cornu19
66.57989	25.49111	Sind	towns	cite	cite	Qanbalī/Qanbalá ?	cornu19
61.15124	25.58676	Sind	towns	cite	cite	Dašt ʿAlī ?	cornu19
68.25338	25.84265	Sind	towns	cite	cite	Manǧābārá ?	cornu19
68.87697	25.86510	Sind	capitals	capitale	capitale	al-Manṣūraŧ	cornu19
63.09359	26.02584	Sind	towns	cite	cite	Kīǧ/Kīz	cornu19
62.05375	26.09290	Sind	towns	cite	cite	Band/Bīḏ ?	cornu19
64.66560	26.16004	Sind	regions	region	region	Kalwān/Kulwān ?	cornu19
61.33378	26.22927	Sind	towns	cite	cite	Bih ?	cornu19
66.38343	26.23769	Sind	villages	localite	localite	Armābīl/Armāʾīl	cornu19
62.20454	26.24757	Sind	towns	cite	cite	Aṣfaqaŧ ?	cornu19
60.71473	26.29231	Sind	towns	cite	cite	Qaṣrqand	cornu19
67.85929	26.41721	Sind	towns	cite	cite	Sadūsān/Sadūstān	cornu19
68.85922	26.44591	Sind	towns	cite	cite	Qāllarī ?	cornu19
79.59619	26.46686	Sind	towns	cite	cite	Awrahaŧ ?	cornu20
62.51067	26.52688	Sind	regions	region	region	Mukrān	cornu19
66.40105	26.57497	Sind	towns	cite	cite	Rustākuhan ?	cornu19
61.22272	26.70943	Sind	towns	cite	cite	Rāsk ?	cornu19
64.11916	26.92662	Sind	capitals	capitale	capitale	Bannaǧbūr/Fannaǧbūr/Bannazbūr/Qannazbūr	cornu19
80.03921	27.11654	Sind	capitals	capitale	capitale	Qannawǧ	cornu20
80.03921	27.11654	Sind	regions	circonscription	circonscription	Qannawǧ	cornu20
68.25990	27.18279	Sind	waters	riviere	riviere	Nahr Mihrān	cornu19
60.41989	27.25778	Sind	towns	cite	cite	Barbūr	cornu19
60.66186	27.28057	Sind	towns	cite	cite	al-Bahraǧ/al-Fahraǧ/Fahlfahraǧ	cornu19
62.26752	27.36457	Sind	towns	cite	cite	Dizak	cornu19
63.94609	27.46467	Sind	towns	cite	cite	Mašká/Maškī ?	cornu19
62.64811	27.64173	Sind	towns	cite	cite	Ǧālq/Ǧālk	cornu19
68.90569	27.65788	Sind	towns	cite	cite	al-Rūr	cornu19
66.59495	27.77650	Sind	towns	cite	cite	Quṣdār	cornu19
66.22799	27.79334	Sind	regions	region	region	Tūrān	cornu19
61.88374	27.79777	Sind	towns	cite	cite	Ḫawāš/Ḫawāṣ	cornu19
59.73164	28.17735	Sind	towns	cite	cite	Sarāy Šahr ?	cornu19
78.21440	28.46951	Sind	towns	cite	cite	Abār ?	cornu20
66.29529	28.48590	Sind	towns	cite	cite	Sūraŧ	cornu19
70.02385	28.57493	Sind	waters	riviere	riviere	Nahr Mihrān	cornu20
67.48191	28.62665	Sind	towns	cite	cite	Qandābīl	cornu19
67.56764	28.71365	Sind	regions	region	region	al-Budhaŧ	cornu19
66.70232	28.85409	Sind	regions	region	region	Ayul	cornu19
66.57332	29.02220	Sind	towns	cite	cite	Kīzkānān	cornu19
70.87350	29.12094	Sind	towns	cite	cite	Basmad ?	cornu19
67.33448	29.88035	Sind	towns	cite	cite	al-Maǧāk/al-Maǧālī ?	cornu19
73.67875	30.12521	Sind	waters	riviere	riviere	Nahr Sindarūḏ	cornu20
71.40071	30.17568	Sind	towns	cite	cite	al-Mūltān	cornu19
73.13025	31.80740	Sind	waters	riviere	riviere	Nahr Ǧandarūr	cornu20
71.29976	32.14532	Sind	waters	riviere	riviere	Nahr Mihrān	cornu19
68.03075	33.08810	Sind	villages	localite	localite	Saġān	cornu19
69.15407	33.62249	Sind	waystations	etape	etape	Kardīz	cornu19
72.24681	33.90757	Sind	capitals	capitale	capitale	Wayhind	cornu19
72.24681	33.90757	Sind	regions	circon	circon	Wayhind	cornu19
64.97971	36.67509	Transoxiana	sites	ribat	ribat	Ribāṭ al-Āstānaŧ ?	cornu17
61.32517	36.80480	Transoxiana	villages	localite	localite	Ušturmaġāk ?	cornu17
68.40465	37.02412	Transoxiana	waters	riviere	riviere	Nahr Ǧayḥūn	cornu17
69.91617	37.11046	Transoxiana	regions	canton	canton/cheflieu	Rustāq Bīk	cornu17
65.27273	37.26306	Transoxiana	sites	ribat	ribat	Ribāṭ Afrīġūn ?	cornu17
69.17687	37.26841	Transoxiana	towns	cite	cite	Andāǧārāġ	cornu17
67.32394	37.27697	Transoxiana	towns	cite	cite	al-Tirmīḏ	cornu17
68.12506	37.28980	Transoxiana	capitals	capitale	capitale	Qubāḏiyān/Quwāḏiyān	cornu17
68.12506	37.28980	Transoxiana	regions	circon	circon	Qubāḏiyān/Quwāḏiyān	cornu17
68.92955	37.32188	Transoxiana	towns	cite	cite	Kārbank ?	cornu17
66.31581	37.37958	Transoxiana	towns	cite	cite	Kālif	cornu17
69.57609	37.41482	Transoxiana	waters	riviere	riviere	Nahr Fārġar	cornu17
68.55990	37.44150	Transoxiana	regions	region	region	Nahr Waḫšāb	cornu17
66.88170	37.44577	Transoxiana	waystations	etape	etape	Maḥallaŧ al-Qayyāsīn ?	cornu17
