poly,name
"POLYGON ((51.91342919981508 29.40572163906715, 51.91297511765557 29.39591861525057, 51.91156235766469 29.38620730350785, 51.90920452549343 29.37668122907983, 51.90592432835454 29.36743213327072, 51.9017533563396 29.35854908992923, 51.89673177818921 29.35011764761872, 51.89090795444601 29.34221900573773, 51.88433797171628 29.3349292325254, 51.87708510252524 29.32831853248277, 51.869219195968 29.32245057026502, 51.86081600502467 29.31738185755607, 51.85195645701766 29.31316120883014, 51.84272587423742 29.30982927124171, 51.83321315224207 29.30741813317116, 51.8235099037446 29.3059510151962, 51.81370957633239 29.30544204646492, 51.80390655251581 29.30589612862443, 51.79419524077309 29.30730888861532, 51.78466916634506 29.30966672078657, 51.77542007053596 29.31294691792545, 51.76653702719447 29.31711788994039, 51.75810558488396 29.3221394680908, 51.75020694300296 29.32796329183399, 51.74291716979064 29.33453327456372, 51.736306469748 29.34178614375476, 51.73043850753026 29.349652050312, 51.7253697948213 29.35805524125534, 51.72114914609538 29.36691478926234, 51.71781720850694 29.37614537204258, 51.7154060704364 29.38565809403793, 51.71393895246144 29.3953613425354, 51.71342998373015 29.40516166994761, 51.71229189479245 29.81164282655599, 51.71274597695196 29.82144585037257, 51.71415873694285 29.83115716211529, 51.71651656911411 29.84068323654331, 51.71979676625299 29.84993233235242, 51.72396773826793 29.85881537569391, 51.72898931641833 29.86724681800442, 51.73481314016153 29.87514545988541, 51.74138312289126 29.88243523309774, 51.7486359920823 29.88904593314037, 51.75650189863953 29.89491389535812, 51.76490508958287 29.89998260806707, 51.77376463758987 29.904203256793, 51.78299522037011 29.90753519438143, 51.79250794236546 29.90994633245198, 51.80221119086293 29.91141345042694, 51.81201151827515 29.91192241915822, 51.82181454209173 29.91146833699871, 51.83152585383444 29.91005557700782, 51.84105192826247 29.90769774483657, 51.85030102407158 29.90441754769769, 51.85918406741306 29.90024657568275, 51.86761550972358 29.89522499753235, 51.87551415160457 29.88940117378915, 51.8828039248169 29.88283119105942, 51.88941462485953 29.87557832186838, 51.89528258707728 29.86771241531114, 51.90035129978623 29.85930922436781, 51.90457194851216 29.8504496763608, 51.90790388610059 29.84121909358057, 51.91031502417113 29.83170637158521, 51.91178214214609 29.82200312308775, 51.91229111087738 29.81220279567553, 51.91342919981508 29.40572163906715))",قرية الحطب
"POLYGON ((39.34920025262175 22.08481830067789, 39.34011565788664 22.08852985090049, 39.33143860349727 22.09311397499129, 39.32325265423075 22.09852652532935, 39.31563664525343 22.10471537609613, 39.30866392289508 22.11162092527556, 39.3024016382837 22.11917666865408, 39.29691010064342 22.12730984029259, 39.29224219648366 22.13594211330214, 39.28844288027326 22.14499035417478, 39.28554874150421 22.15436742340464, 39.28358765231496 22.16398301468901, 39.28257849906646 22.17374452462738, 39.28253100045613 22.18355794454289, 39.28344561392157 22.19332876583718, 39.28531353123512 22.20296289015991, 39.28811676333194 22.2123675356273, 39.29182831355455 22.22145213036242, 39.29641243764534 22.23012918475179, 39.30182498798341 22.23831513401831, 39.30801383875018 22.24593114299563, 39.31491938792961 22.25290386535398, 39.32247513130814 22.25916614996535, 39.33060830294664 22.26465768760565, 39.3392405759562 22.26932559176539, 39.34828881682884 22.2731249079758, 39.3576658860587 22.27601904674485, 39.36728147734306 22.27798013593409, 39.37704298728144 22.2789892891826, 39.38685640719694 22.27903678779292, 39.39662722849123 22.27812217432749, 39.40626135281396 22.27625425701394, 39.41566599828136 22.27345102491712, 39.68112211698573 22.17991614680543, 39.69020671172083 22.17620459658283, 39.69888376611021 22.17162047249203, 39.70706971537673 22.16620792215397, 39.71468572435405 22.16001907138719, 39.7216584467124 22.15311352220776, 39.72792073132377 22.14555777882924, 39.73341226896406 22.13742460719073, 39.73808017312381 22.12879233418118, 39.74187948933422 22.11974409330854, 39.74477362810327 22.11036702407868, 39.74673471729251 22.10075143279431, 39.74774387054102 22.09098992285594, 39.74779136915134 22.08117650294043, 39.7468767556859 22.07140568164614, 39.74500883837236 22.06177155732341, 39.74220560627553 22.05236691185602, 39.73849405605293 22.04328231712091, 39.73390993196213 22.03460526273153, 39.72849738162407 22.02641931346501, 39.72230853085729 22.01880330448769, 39.71540298167786 22.01183058212935, 39.70784723829934 22.00556829751797, 39.69971406666083 22.00007675987768, 39.69108179365128 21.99540885571793, 39.68203355277863 21.99160953950752, 39.67265648354878 21.98871540073847, 39.66304089226442 21.98675431154923, 39.65327938232603 21.98574515830072, 39.64346596241053 21.9856976596904, 39.63369514111624 21.98661227315583, 39.62406101679351 21.98848019046938, 39.61465637132611 21.99128342256621, 39.34920025262175 22.08481830067789))",أمج
"POLYGON ((48.70790579381478 34.2831322585181, 48.70160072582058 34.27561217978549, 48.69458892183971 34.2687463170218, 48.68693790937753 34.2626007922387, 48.67872137186653 34.25723479019935, 48.67001843905456 34.25269998843672, 48.66091292494209 34.24904005957079, 48.65149252060761 34.24629025071724, 48.64184794969459 34.24447704403853, 48.63207209469316 34.24361790170618, 48.62225910243104 34.24372109773051, 48.61250347738801 34.24478563827737, 48.60289917156621 34.24680127123938, 48.59353867968097 34.24974858496926, 48.58451214838609 34.25359919522462, 48.57590650811235 34.25831601852373, 48.56780463587991 34.26385362927975, 48.5602845571473 34.27015869727395, 48.55341869438361 34.27717050125482, 48.54727316960051 34.284821513717, 48.54190716756116 34.293038051228, 48.53737236579853 34.30174098403997, 48.5337124369326 34.31084649815244, 48.53096262807905 34.32026690248692, 48.52914942140034 34.32991147339995, 48.52829027906799 34.33968732840137, 48.52839347509232 34.34950032066349, 48.52945801563918 34.35925594570652, 48.53147364860119 34.36886025152832, 48.53442096233107 34.37822074341356, 48.53827157258642 34.38724727470844, 48.54298839588554 34.39585291498218, 48.54852600664156 34.40395478721462, 48.77775398493943 34.70633470583914, 48.78405905293363 34.71385478457175, 48.7910708569145 34.72072064733544, 48.79872186937668 34.72686617211854, 48.80693840688768 34.73223217415789, 48.81564133969965 34.73676697592052, 48.82474685381212 34.74042690478645, 48.8341672581466 34.74317671364, 48.84381182905963 34.74498992031871, 48.85358768406105 34.74584906265106, 48.86340067632317 34.74574586662673, 48.8731563013662 34.74468132607987, 48.882760607188 34.74266569311786, 48.89212109907324 34.73971837938798, 48.90114763036812 34.73586776913262, 48.90975327064186 34.73115094583351, 48.9178551428743 34.72561333507749, 48.92537522160691 34.71930826708329, 48.9322410843706 34.71229646310242, 48.9383866091537 34.70464545064024, 48.94375261119306 34.69642891312924, 48.94828741295568 34.68772598031727, 48.95194734182162 34.6786204662048, 48.95469715067517 34.66920006187032, 48.95651035735387 34.6595554909573, 48.95736949968622 34.64977963595587, 48.9572663036619 34.63996664369375, 48.95620176311503 34.63021101865072, 48.95418613015302 34.62060671282892, 48.95123881642314 34.61124622094368, 48.94738820616779 34.6022196896488, 48.94267138286867 34.59361404937506, 48.93713377211265 34.58551217714262, 48.70790579381478 34.2831322585181))",طاق سعيد
"POLYGON ((54.08862346708919 27.95734032044655, 54.08951759089339 27.94756760285221, 54.08944951541524 27.93775430410584, 54.08841989625881 27.92799493163889, 54.08643864921941 27.91838347354321, 54.0835248547891 27.90901249341443, 54.07970657440109 27.89997223891389, 54.07502058018279 27.89134977263433, 54.06951200082016 27.88322813363954, 54.06323388694375 27.87568553775279, 54.05624670022215 27.86879462429566, 54.04861773108309 27.86262175653171, 54.04042045066979 27.85722638255193, 54.0317338032737 27.85266046275716, 54.02264144605788 27.84896796945101, 54.0132309433927 27.84618446336253, 54.00359292356311 27.84433675117699, 53.99382020596877 27.8434426273728, 53.98400690722241 27.84351070285095, 53.97424753475545 27.84454032200738, 53.96463607665977 27.84652156904678, 53.95526509653099 27.84943536347708, 53.94622484203045 27.8532536438651, 53.93760237575089 27.85793963808339, 53.9294807367561 27.86344821744602, 53.92193814086935 27.86972633132244, 53.91504722741222 27.87671351804403, 53.90887435964827 27.8843424871831, 53.90347898566849 27.8925397675964, 53.89891306587372 27.90122641499248, 53.89522057256757 27.9103187722083, 53.8924370664791 27.91972927487349, 53.89058935429355 27.92936729470307, 53.82874957839027 28.36715994783941, 53.82785545458606 28.37693266543376, 53.82792353006422 28.38674596418012, 53.82895314922065 28.39650533664707, 53.83093439626005 28.40611679474275, 53.83384819069035 28.41548777487153, 53.83766647107837 28.42452802937207, 53.84235246529666 28.43315049565163, 53.8478610446593 28.44127213464642, 53.85413915853571 28.44881473053317, 53.8611263452573 28.4557056439903, 53.86875531439637 28.46187851175425, 53.87695259480967 28.46727388573403, 53.88563924220576 28.47183980552881, 53.89473159942158 28.47553229883496, 53.90414210208676 28.47831580492343, 53.91378012191635 28.48016351710897, 53.92355283951069 28.48105764091317, 53.93336613825705 28.48098956543502, 53.94312551072401 28.47995994627858, 53.95273696881969 28.47797869923918, 53.96210794894846 28.47506490480888, 53.971148203449 28.47124662442087, 53.97977066972857 28.46656063020257, 53.98789230872335 28.46105205083994, 53.99543490461011 28.45477393696353, 54.00232581806723 28.44778675024193, 54.00849868583119 28.44015778110287, 54.01389405981097 28.43196050068956, 54.01845997960574 28.42327385329348, 54.02215247291189 28.41418149607766, 54.02493597900036 28.40477099341247, 54.0267836911859 28.39513297358289, 54.08862346708919 27.95734032044655))",جويم ابى احمد
"POLYGON ((52.16627784087029 27.99335123674789, 52.15648427541824 27.99272550334436, 52.14667653606185 27.99306272029744, 52.13694907669262 27.99435964002353, 52.12739557806182 27.99660377247669, 52.11810804558375 27.99977350543465, 52.10917592327323 28.00383831263625, 52.10068523235095 28.00875904776611, 52.09271774281194 28.01448832145496, 52.08535018593594 28.02097095766525, 52.07865351532318 28.02814452506651, 52.07269222357245 28.03593993828318, 52.06752372118207 28.04428212322459, 52.06319778365545 28.05309074008945, 52.05975607213578 28.06228095708207, 52.0572317321864 28.07176426738892, 52.055649074581 28.08144934154765, 52.05502334117747 28.09124290699971, 52.05536055813054 28.10105064635609, 52.05665747785663 28.11077810572532, 52.0589016103098 28.12033160435612, 52.06207134326775 28.1296191368342, 52.06613615046935 28.13855125914471, 52.07105688559921 28.147041950067, 52.07678615928806 28.15500943960601, 52.08326879549836 28.16237699648201, 52.09044236289961 28.16907366709476, 52.09823777611629 28.17503495884549, 52.1065799610577 28.18020346123587, 52.11538857792255 28.18452939876249, 52.12457879491517 28.18797111028217, 52.13406210522202 28.19049545023154, 52.14374717938075 28.19207810783695, 52.59228594958238 28.24293119650565, 52.60207951503443 28.24355692990919, 52.61188725439082 28.24321971295611, 52.62161471376005 28.24192279323002, 52.63116821239085 28.23967866077686, 52.64045574486892 28.2365089278189, 52.64938786717943 28.2324441206173, 52.65787855810172 28.22752338548744, 52.66584604764073 28.22179411179859, 52.67321360451673 28.2153114755883, 52.67991027512949 28.20813790818704, 52.68587156688022 28.20034249497037, 52.6910400692706 28.19200031002896, 52.69536600679722 28.1831916931641, 52.69880771831689 28.17400147617148, 52.70133205826627 28.16451816586463, 52.70291471587167 28.1548330917059, 52.7035404492752 28.14503952625384, 52.70320323232212 28.13523178689746, 52.70190631259604 28.12550432752823, 52.69966218014287 28.11595082889743, 52.69649244718492 28.10666329641935, 52.69242763998331 28.09773117410884, 52.68750690485346 28.08924048318655, 52.68177763116461 28.08127299364754, 52.67529499495431 28.07390543677154, 52.66812142755306 28.06720876615879, 52.66032601433638 28.06124747440806, 52.65198382939497 28.05607897201768, 52.64317521253012 28.05175303449106, 52.6339849955375 28.04831132297138, 52.62450168523065 28.04578698302201, 52.61481661107192 28.0442043254166, 52.16627784087029 27.99335123674789))",برزرة
"POLYGON ((68.65087755805989 40.82629490589665, 68.6414025431319 40.82373960578308, 68.63172268978076 40.82212532400582, 68.62193122028577 40.82146760698082, 68.61212243185076 40.8217727888826, 68.60239078847037 40.8230379306426, 68.5928300111902 40.82525084825408, 68.58353217552194 40.82839023011074, 68.57458682470576 40.83242584224914, 68.56608010736007 40.83731881951829, 68.55809394782312 40.84302203987232, 68.55070525717697 40.84948057818153, 68.54398519255159 40.85663223519139, 68.53799847184288 40.86440813653542, 68.53280275044395 40.87273339603292, 68.52844806599214 40.88152783688389, 68.52497635647923 40.8907067638154, 68.52242105636566 40.9001817787434, 68.52080677458838 40.90986163209454, 68.52014905756339 40.91965310158952, 68.52045423946517 40.92946189002453, 68.52171938122517 40.93919353340493, 68.52393229883666 40.94875431068509, 68.52707168069331 40.95805214635335, 68.53110729283171 40.96699749716953, 68.53600027010086 40.97550421451523, 68.54170349045489 40.98349037405217, 68.5481620287641 40.99087906469833, 68.55531368577397 40.99759912932371, 68.56308958711799 41.00358585003242, 68.5714148466155 41.00878157143134, 68.58020928746646 41.01313625588315, 68.58938821439797 41.01660796539607, 68.94704192076425 41.1321643634728, 68.95651693569224 41.13471966358637, 68.96619678904338 41.13633394536363, 68.97598825853837 41.13699166238862, 68.98579704697337 41.13668648048685, 68.99552869035377 41.13542133872685, 69.00508946763394 41.13320842111537, 69.0143873033022 41.13006903925871, 69.02333265411838 41.12603342712031, 69.03183937146407 41.12114044985115, 69.03982553100101 41.11543722949713, 69.04721422164717 41.10897869118792, 69.05393428627255 41.10182703417806, 69.05992100698126 41.09405113283403, 69.06511672838019 41.08572587333653, 69.069471412832 41.07693143248556, 69.07294312234491 41.06775250555405, 69.07549842245848 41.05827749062605, 69.07711270423576 41.04859763727491, 69.07777042126075 41.03880616777993, 69.07746523935897 41.02899737934491, 69.07620009759897 41.01926573596452, 69.07398717998748 41.00970495868436, 69.07084779813083 41.0004071230161, 69.06681218599243 40.99146177219992, 69.06191920872328 40.98295505485422, 69.05621598836925 40.97496889531728, 69.04975745006004 40.96758020467112, 69.04260579305017 40.96086014004574, 69.03482989170615 40.95487341933703, 69.02650463220864 40.94967769793811, 69.01771019135768 40.94532301348629, 69.00853126442617 40.94185130397338, 68.65087755805989 40.82629490589665))",نهر الشاش
"POLYGON ((61.51135939346679 31.11750309210158, 61.50500702956806 31.11002292235389, 61.49795206918994 31.10320141221176, 61.4902624554575 31.09710425654687, 61.48201224355454 31.09179017430133, 61.47328088753172 31.08731034299213, 61.46415247512059 31.0837079058437, 61.45471491792276 31.08101755629507, 61.44505910477315 31.07926520388309, 61.43527802643078 31.07846772471942, 61.42546588002698 31.07863279896436, 61.41571716189546 31.07975883686269, 61.40612575752105 31.08183499405389, 61.39678403737106 31.08484127600927, 61.38778196731722 31.08874873059019, 61.37920624221521 31.09351972687301, 61.37113945098571 31.09910831755544, 61.36365928123802 31.10546068145416, 61.35683777109589 31.11251564183229, 61.35074061543101 31.12020525556473, 61.34542653318546 31.12845546746769, 61.34094670187626 31.1371868234905, 61.33734426472783 31.14631523590163, 61.3346539151792 31.15575279309946, 61.33290156276722 31.16540860624908, 61.33210408360356 31.17518968459145, 61.3322691578485 31.18500183099525, 61.33339519574682 31.19475054912676, 61.33547135293803 31.20434195350117, 61.3384776348934 31.21368367365117, 61.34238508947433 31.222685743705, 61.34715608575715 31.23126146880702, 61.35274467643957 31.23932826003652, 61.83897556546198 31.87239428555077, 61.84532792936071 31.87987445529846, 61.85238288973883 31.88669596544059, 61.86007250347127 31.89279312110547, 61.86832271537423 31.89810720335102, 61.87705407139705 31.90258703466022, 61.88618248380818 31.90618947180865, 61.895620041006 31.90887982135728, 61.90527585415562 31.91063217376926, 61.91505693249799 31.91142965293292, 61.92486907890179 31.91126457868798, 61.9346177970333 31.91013854078965, 61.94420920140772 31.90806238359846, 61.95355092155771 31.90505610164308, 61.96255299161155 31.90114864706216, 61.97112871671356 31.89637765077934, 61.97919550794306 31.89078906009691, 61.98667567769075 31.88443669619818, 61.99349718783288 31.87738173582006, 61.99959434349776 31.86969212208761, 62.00490842574331 31.86144191018466, 62.00938825705251 31.85271055416185, 62.01299069420094 31.84358214175072, 62.01568104374957 31.83414458455289, 62.01743339616155 31.82448877140327, 62.01823087532521 31.8147076930609, 62.01806580108027 31.8048955466571, 62.01693976318195 31.79514682852559, 62.01486360599074 31.78555542415117, 62.01185732403537 31.77621370400118, 62.00794986945444 31.76721163394735, 62.00317887317162 31.75863590884533, 61.9975902824892 31.75056911761583, 61.51135939346679 31.11750309210158))",بشتر
"POLYGON ((47.24795294547425 39.94737408765911, 47.2401009641527 39.94148750495928, 47.23170980626482 39.93639889651917, 47.22286028324815 39.93215726841978, 47.21363762084698 39.92880346985842, 47.20413063834186 39.92636979974861, 47.19443089317136 39.92487969566388, 47.18463179918388 39.92434750812114, 47.17482772701126 39.92477836237736, 47.16511309522797 39.92616810907052, 47.15558146104863 39.92850336418024, 47.14632461932094 39.93176163792324, 47.137431718491 39.93591155134223, 47.12898840205519 39.9409131385024, 47.12107598376636 39.94671823138526, 47.113770664538 39.95327092377296, 47.10714279858777 39.96050810965573, 47.10125621588794 39.96836009097729, 47.09616760744782 39.97675124886517, 47.09192597934844 39.98560077188184, 47.08857218078708 39.99482343428301, 47.08613851067727 40.00433041678813, 47.08464840659254 40.01403016195863, 47.0841162190498 40.02382925594611, 47.08454707330602 40.03363332811873, 47.08593681999918 40.04334795990202, 47.0882720751089 40.05287959408135, 47.0915303488519 40.06213643580905, 47.09568026227089 40.07102933663898, 47.10068184943106 40.0794726530748, 47.10648694231392 40.08738507136363, 47.11303963470162 40.09469039059199, 47.12027682058439 40.10131825654221, 47.45054752885039 40.3752336929109, 47.45839951017195 40.38112027561074, 47.46679066805983 40.38620888405085, 47.4756401910765 40.39045051215024, 47.48486285347767 40.39380431071159, 47.49436983598279 40.39623798082141, 47.50406958115329 40.39772808490614, 47.51386867514077 40.39826027244887, 47.52367274731339 40.39782941819266, 47.53338737909668 40.3964396714995, 47.54291901327601 40.39410441638978, 47.55217585500371 40.39084614264678, 47.56106875583365 40.38669622922779, 47.56951207226945 40.38169464206761, 47.57742449055829 40.37588954918476, 47.58472980978664 40.36933685679706, 47.59135767573687 40.36209967091428, 47.59724425843671 40.35424768959273, 47.60233286687682 40.34585653170485, 47.60657449497621 40.33700700868818, 47.60992829353756 40.32778434628701, 47.61236196364738 40.31827736378189, 47.61385206773211 40.30857761861139, 47.61438425527484 40.29877852462391, 47.61395340101863 40.28897445245128, 47.61256365432547 40.279259820668, 47.61022839921575 40.26972818648866, 47.60697012547275 40.26047134476097, 47.60282021205376 40.25157844393104, 47.59781862489358 40.24313512749522, 47.59201353201072 40.23522270920639, 47.58546083962302 40.22791738997803, 47.57822365374025 40.2212895240278, 47.24795294547425 39.94737408765911))",يونان
"POLYGON ((64.54504307270601 36.41273696049424, 64.5386751205468 36.42020386426045, 64.53306971637204 36.42825898130453, 64.52828084328819 36.43682473644595, 64.52435462076089 36.44581863678018, 64.52132886045936 36.45515406613045, 64.51923270210939 36.46474111920885, 64.51808633286174 36.47448746745339, 64.51790079287893 36.48429924820262, 64.51867786901245 36.49408196864423, 64.52041007759431 36.50374141583261, 64.52308073650894 36.51318456401093, 64.5266641258511 36.52232047050008, 64.53112573562251 36.53106115152639, 64.53642259808213 36.53932242955343, 64.5425037015489 36.54702474395771, 64.54931048167217 36.55409391724103, 64.55677738543839 36.56046186940025, 64.56483250248246 36.566067273575, 64.57339825762388 36.57085614665885, 64.58239215795813 36.57478236918616, 64.59172758730838 36.57780812948767, 64.60131464038678 36.57990428783765, 64.61106098863134 36.5810506570853, 64.62087276938055 36.58123619706811, 64.63065548982217 36.5804591209346, 64.64031493701054 36.57872691235274, 64.64975808518886 36.5760562534381, 64.65889399167803 36.57247286409594, 64.66763467270432 36.56801125432453, 64.67589595073136 36.56271439186492, 64.68359826513566 36.55663328839814, 64.69066743841897 36.54982650827487, 65.23279873261222 35.97394361181684, 65.23916668477143 35.96647670805062, 65.24477208894619 35.95842159100654, 65.24956096203005 35.94985583586512, 65.25348718455734 35.94086193553089, 65.25651294485887 35.93152650618062, 65.25860910320884 35.92193945310223, 65.25975547245649 35.91219310485768, 65.2599410124393 35.90238132410845, 65.25916393630578 35.89259860366684, 65.25743172772393 35.88293915647846, 65.25476106880929 35.87349600830014, 65.25117767946713 35.86436010181099, 65.24671606969572 35.85561942078468, 65.24141920723611 35.84735814275764, 65.23533810376934 35.83965582835336, 65.22853132364607 35.83258665507005, 65.22106441987984 35.82621870291082, 65.21300930283577 35.82061329873607, 65.20444354769435 35.81582442565222, 65.19544964736011 35.81189820312491, 65.18611421800985 35.8088724428234, 65.17652716493146 35.80677628447342, 65.1667808166869 35.80562991522577, 65.15696903593768 35.80544437524296, 65.14718631549606 35.80622145137647, 65.13752686830769 35.80795365995833, 65.12808372012937 35.81062431887297, 65.1189478136402 35.81420770821513, 65.11020713261391 35.81866931798655, 65.10194585458687 35.82396618044616, 65.09424354018257 35.83004728391293, 65.08717436689926 35.8368540640362, 64.54504307270601 36.41273696049424))",قصر الأمير
"POLYGON ((48.68406303193485 31.90869670400129, 48.6840135712576 31.89888329377867, 48.68300246634013 31.88912198580269, 48.68103945467551 31.87950678680524, 48.67814344113918 31.87013029640886, 48.6743423159246 31.86108281534178, 48.66967268594551 31.85245147579253, 48.66417952229127 31.84431940227935, 48.65791572713075 31.8367649111156, 48.65094162423548 31.82986075618091, 48.64332437802878 31.82367342826148, 48.63513734675562 31.81826251470752, 48.62645937600266 31.81368012557446, 48.6173740393721 31.80997039177463, 48.60796883362226 31.80716904007249, 48.5983343360259 31.80530304901629, 48.58856333206163 31.80439038911996, 48.57874992183901 31.80443984979721, 48.56898861386303 31.80545095471468, 48.55937341486558 31.8074139663793, 48.5499969244692 31.81030997991563, 48.54094944340211 31.81411110513021, 48.53231810385287 31.81878073510931, 48.52418603033968 31.82427389876355, 48.51663153917594 31.83053769392406, 48.50972738424124 31.83751179681934, 48.50354005632182 31.84512904302604, 48.49812914276786 31.85331607429919, 48.4935467536348 31.86199404505215, 48.48983701983497 31.87107938168271, 48.48703566813283 31.88048458743256, 48.48516967707663 31.89011908502892, 48.4842570171803 31.89989008899318, 48.4737378789365 32.13855012911189, 48.47378733961375 32.14836353933451, 48.47479844453122 32.1581248473105, 48.47676145619584 32.16774004630795, 48.47965746973217 32.17711653670433, 48.48345859494675 32.18616401777141, 48.48812822492584 32.19479535732066, 48.49362138858008 32.20292743083384, 48.4998851837406 32.21048192199758, 48.50685928663587 32.21738607693228, 48.51447653284257 32.22357340485171, 48.52266356411573 32.22898431840567, 48.53134153486869 32.23356670753873, 48.54042687149925 32.23727644133855, 48.54983207724909 32.2400777930407, 48.55946657484545 32.2419437840969, 48.56923757880972 32.24285644399323, 48.57905098903234 32.24280698331597, 48.58881229700832 32.2417958783985, 48.59842749600578 32.23983286673388, 48.60780398640215 32.23693685319755, 48.61685146746924 32.23313572798298, 48.62548280701849 32.22846609800388, 48.63361488053167 32.22297293434964, 48.64116937169541 32.21670913918912, 48.64807352663011 32.20973503629385, 48.65426085454953 32.20211779008715, 48.65967176810349 32.19393075881399, 48.66425415723656 32.18525278806103, 48.66796389103638 32.17616745143047, 48.67076524273853 32.16676224568063, 48.67263123379472 32.15712774808427, 48.67354389369105 32.14735674412, 48.68406303193485 31.90869670400129))",قرية الرمل
"POLYGON ((65.24850961411882 38.72367503602582, 65.2463905465184 38.71409302062921, 65.24334248105991 38.70476485020212, 65.23939477227997 38.69578036012506, 65.23458543877213 38.6872260759489, 65.22896079704714 38.6791843801065, 65.22257501547956 38.67173271852486, 65.21548959263671 38.66494285477851, 65.20777276501384 38.65888017896704, 65.19949884987942 38.6536030779727, 65.19074752955916 38.64916237316284, 65.18160308405172 38.6456008309523, 65.17215357936618 38.64295275093952, 65.16249001939831 38.6412436355826, 65.15270546951321 38.64048994459673, 65.14289416027508 38.64069893643811, 65.13315057995527 38.64186859840105, 65.12356856455865 38.64398766600147, 65.11424039413157 38.64703573145996, 65.10525590405452 38.65098344023991, 65.09670161987835 38.65579277374775, 65.08865992403595 38.66141741547273, 65.08120826245431 38.66780319704031, 65.07441839870796 38.67488861988316, 65.06835572289648 38.68260544750602, 65.06307862190215 38.69087936264045, 65.0586379170923 38.6996306829607, 65.05507637488176 38.70877512846815, 65.05242829486897 38.71822463315369, 65.05071917951206 38.72788819312157, 65.04996548852618 38.73767274300666, 65.05017448036756 38.74748405224479, 65.05134414233051 38.7572276325646, 65.22295813686605 39.76568473241883, 65.22507720446647 39.77526674781544, 65.22812526992496 39.78459491824253, 65.23207297870491 39.79357940831959, 65.23688231221274 39.80213369249574, 65.24250695393773 39.81017538833814, 65.24889273550531 39.81762704991978, 65.25597815834816 39.82441691366613, 65.26369498597103 39.8304795894776, 65.27196890110545 39.83575669047194, 65.28072022142571 39.84019739528181, 65.28986466693316 39.84375893749234, 65.29931417161869 39.84640701750512, 65.30897773158657 39.84811613286204, 65.31876228147166 39.84886982384791, 65.32857359070979 39.84866083200654, 65.3383171710296 39.84749117004359, 65.34789918642622 39.84537210244317, 65.3572273568533 39.84232403698469, 65.36621184693036 39.83837632820473, 65.37476613110653 39.83356699469689, 65.38280782694892 39.82794235297192, 65.39025948853056 39.82155657140434, 65.39704935227691 39.81447114856149, 65.40311202808839 39.80675432093862, 65.40838912908272 39.79848040580419, 65.41282983389257 39.78972908548394, 65.41639137610311 39.78058463997649, 65.4190394561159 39.77113513529095, 65.42074857147281 39.76147157532308, 65.42150226245869 39.75168702543798, 65.42129327061731 39.74187571619985, 65.42012360865436 39.73213213588004, 65.24850961411882 38.72367503602582))",جب سعيد
"POLYGON ((62.36260531862305 34.50154895046307, 62.35456109073124 34.4959279306107, 62.34600464170378 34.49112244971942, 62.33701837482222 34.48717878719715, 62.32768883274904 34.48413492266981, 62.31810586407445 34.48202017021674, 62.30836175802536 34.48085489606009, 62.29855035566969 34.48065032242702, 62.2887661461756 34.48140841947342, 62.2791033568291 34.48312188631034, 62.26965504557381 34.48577422131546, 62.26051220481211 34.48933988105275, 62.2517628850985 34.49378452626976, 62.24349134716469 34.49906535260337, 62.23577725044268 34.50513150280918, 62.22869488590084 34.51192455654461, 62.22231246058134 34.51937909298875, 62.21669144072897 34.52742332088057, 62.21188595983769 34.53597976990802, 62.20794229731542 34.54496603678958, 62.20489843278808 34.55429557886276, 62.202783680335 34.56387854753736, 62.20161840617836 34.57362265358645, 62.20141383254528 34.58343405594211, 62.20217192959169 34.59321826543621, 62.20388539642861 34.60288105478271, 62.20653773143373 34.61232936603799, 62.21010339117102 34.62147220679969, 62.21454803638803 34.6302215265133, 62.21982886272163 34.63849306444711, 62.22589501292745 34.64620716116912, 62.23268806666288 34.65328952571096, 62.24014260310702 34.65967195103047, 62.65406505610099 34.98024560207936, 62.66210928399281 34.98586662193173, 62.67066573302026 34.99067210282301, 62.67965199990182 34.99461576534527, 62.688981541975 34.99765962987262, 62.6985645106496 34.99977438232569, 62.70830861669869 35.00093965648233, 62.71812001905435 35.00114423011541, 62.72790422854845 35.000386133069, 62.73756701789495 34.99867266623208, 62.74701532915023 34.99602033122697, 62.75615816991193 34.99245467148967, 62.76490748962554 34.98801002627266, 62.77317902755935 34.98272919993906, 62.78089312428136 34.97666304973325, 62.7879754888232 34.96986999599781, 62.79435791414271 34.96241545955368, 62.79997893399508 34.95437123166186, 62.80478441488636 34.9458147826344, 62.80872807740862 34.93682851575284, 62.81177194193597 34.92749897367966, 62.81388669438904 34.91791600500507, 62.81505196854568 34.90817189895598, 62.81525654217876 34.89836049660031, 62.81449844513235 34.88857628710622, 62.81278497829543 34.87891349775972, 62.81013264329032 34.86946518650443, 62.80656698355303 34.86032234574273, 62.80212233833601 34.85157302602912, 62.79684151200241 34.84330148809531, 62.7907753617966 34.8355873913733, 62.78398230806116 34.82850502683146, 62.77652777161703 34.82212260151196, 62.36260531862305 34.50154895046307))",v
