arBW,source,arTitle,lat,eiSearch,lon,region,translitTitleOther,topURI,searchNames,topTypeAlt,topType,translitTitle,arTitleOther,UStranslitTitle
tl CbdA,Aqur,تل عبدا,36.69218,Tall Abda,38.72906,Aqur,Tall ʿAbdā,TALLABDA_387E366N_S_AQUR,Tall Abda,etape,waystations,Tall ʿAbdā,تل عبدا,Tall ʿAbdā
AlrhA,Aqur,الرها,37.1497,al-Ruha,38.82122,Aqur,al-Ruhā,RUHA_388E371N_S_AQUR,al-Ruha,cite,towns,al-Ruhā,الرها,al-Ruhā
jlAb,Aqur,جلاب,37.41051,Jullab,38.91048,Aqur,Ǧullāb,JULLAB_389E374N_S_AQUR,Jullab,etape,waystations,Ǧullāb,جلاب,Ǧullāb
Cyn Alrwmyo,Aqur,عين الرومية,36.34984,Ayn al-Rumiyya,38.91206,Aqur,ʿAyn al-Rūmiyyaŧ,AYNRUMIYYA_389E363N_S_AQUR,Ayn al-Rumiyya,etape,waystations,ʿAyn al-Rūmiyyaŧ,عين الرومية,ʿAyn al-Rūmiyyaŧ
dyAr mDr,Aqur,ديار مضر,36.56338,Diyar Mudar,38.98256,Aqur,Diyār Muḍar,DIYARMUDAR_389E365N_R_AQUR,Diyar Mudar,circonscription,regions,Diyār Muḍar,ديار مضر,Diyār Muḍar
bAjrwAn,Aqur,باجروان,36.13571,Bajarwan,38.98556,Aqur,Bāǧarwān,BAJARWAN_389E361N_S_AQUR,Bajarwan,cite,towns,Bāǧarwān,باجروان,Bāǧarwān
kmx، kmAx,Aqur,كمخ,39.58627,Kamakh-Kamakh,39.02492,Aqur,Kamaḫ-Kamāḫ,KAMAKH_390E395N_S_AQUR,Kamakh-Kamakh,placefrontiere,waystations,Kamaḫ,كمخ، كماخ,Kamaḫ
Alrqo,Aqur,الرقة,35.9493,al-Raqqa,39.05128,Aqur,al-Raqqaŧ,RAQQA_390E359N_S_AQUR,al-Raqqa,capitale,capitals,al-Raqqaŧ,الرقة,al-Raqqaŧ
HSn mslmo,Aqur,حصن مسلمة,36.38728,Hisn Maslama,39.07106,Aqur,Ḥiṣn Maslamaŧ,HISNMASLAMA_390E363N_S_AQUR,Hisn Maslama,cite,towns,Ḥiṣn Maslamaŧ,حصن مسلمة,Ḥiṣn Maslamaŧ
AlrAfqo,Aqur,الرافقة,35.94235,al-Rafiqa,39.07703,Aqur,al-Rāfiqaŧ,RAFIQA_390E359N_S_AQUR,al-Rafiqa,faubourg,quarters,al-Rāfiqaŧ,الرافقة,al-Rāfiqaŧ
HrAn,Aqur,حران,36.88438,Harran,39.08906,Aqur,Ḥarrān,HARRAN_390E368N_S_AQUR,Harran,cite,towns,Ḥarrān,حران,Ḥarrān
nhr Alblyx,Aqur,نهر البليخ,36.11754,Nahr al-Balikh,39.09656,Aqur,Nahr al-Balīḫ,NAHRBALIKH_390E361N_W_AQUR,Nahr al-Balikh,riviere,waters,Nahr al-Balīḫ,نهر البليخ,Nahr al-Balīḫ
tl mHrٰy، tl bHrٰy,Aqur,تل محرٰى,36.61998,Tall Mahra-Tall Bahra,39.13855,Aqur,Tall Maḥrá-Tall Baḥrá,TALLMAHRA_391E366N_S_AQUR,Tall Mahra-Tall Bahra,cite,towns,Tall Maḥrá,تل محرٰى، تل بحرٰى,Tall Maḥrá
HSn zyAd,Aqur,حصن زياد,38.75874,Hisn Ziyad,39.2247,Aqur,Ḥiṣn Ziyād,HISNZIYAD_392E387N_S_AQUR,Hisn Ziyad,forteresse,waystations,Ḥiṣn Ziyād,حصن زياد,Ḥiṣn Ziyād
bAmqrA، bAmqdo,Aqur,بامقرا,37.75537,Bamaqara-Bamaqda,39.3345,Aqur,Bāmaqarā-Bāmaqdaŧ,BAMAQARA_393E377N_S_AQUR,Bamaqara-Bamaqda,etape,waystations,Bāmaqarā,بامقرا، بامقدة,Bāmaqarā
Algryz ، AlCryr,Aqur,الغريز ,35.32264,al-Ghurayz -al-Urayr,39.46613,Aqur,al-Ġurayz -al-ʿUrayr,GHURAYZ_394E353N_S_AQUR,al-Ghurayz -al-Urayr,etape,waystations,al-Ġurayz ,الغريز ، العرير,al-Ġurayz 
jrnAn,Aqur,جرنان,37.92941,Jarnan,39.61765,Aqur,Ǧarnān,JARNAN_396E379N_S_AQUR,Jarnan,etape,waystations,Ǧarnān,جرنان,Ǧarnān
tl Hwm,Aqur,تل حوم,38.19784,Tall Hum,39.75447,Aqur,Tall Ḥūm,TALLHUM_397E381N_S_AQUR,Tall Hum,cite?,towns,Tall Ḥūm,تل حوم,Tall Ḥūm
AlqSbo,Aqur,القصبة,35.05726,al-Qasaba,39.76511,Aqur,al-Qaṣabaŧ,QASABA_397E350N_S_AQUR,al-Qasaba,etape,waystations,al-Qaṣabaŧ,القصبة,al-Qaṣabaŧ
tl mwzn,Aqur,تل موزن,37.22748,Tall Mawzan,39.7655,Aqur,Tall Mawzan,TALLMAWZAN_397E372N_S_AQUR,Tall Mawzan,cite,towns,Tall Mawzan,تل موزن,Tall Mawzan
AlxAnwqo,Aqur,الخانوقة,35.75218,al-Khanuqa,39.81661,Aqur,al-Ḫānūqaŧ,KHANUQA_398E357N_S_AQUR,al-Khanuqa,cite,towns,al-Ḫānūqaŧ,الخانوقة,al-Ḫānūqaŧ
EmEAT,Aqur,شمشاط,38.61412,Shimshat,39.83119,Aqur,Šimšāṭ,SHIMSHAT_398E386N_S_AQUR,Shimshat,placefrontiere,waystations,Šimšāṭ,شمشاط,Šimšāṭ
AlmbArk,Aqur,المبارك,35.58832,al-Mubarak,39.8395,Aqur,al-Mubārak,MUBARAK_398E355N_S_AQUR,al-Mubarak,localite,villages,al-Mubārak,المبارك,al-Mubārak
byrA,Aqur,بيرا,35.65809,Bira,39.87384,Aqur,Bīrā,BIRA_398E356N_S_AQUR,Bira,localite,villages,Bīrā,بيرا,Bīrā
rAs AlCyn,Aqur,رأس العين,36.83758,Ras al-Ayn,40.06404,Aqur,Raʾs al-ʿAyn,RASAYN_400E368N_S_AQUR,Ras al-Ayn,cite,towns,Raʾs al-ʿAyn,رأس العين,Raʾs al-ʿAyn
nhr AlVyb، nhr AlklAb,Aqur,نهر الذيب,38.07602,Nahr al-Dhib-Nahr al-Kilab,40.08449,Aqur,Nahr al-Ḏīb-Nahr al-Kilāb,NAHRDHIB_400E380N_W_AQUR,Nahr al-Dhib-Nahr al-Kilab,riviere,waters,Nahr al-Ḏīb,نهر الذيب، نهر الكلاب,Nahr al-Ḏīb
AlCwAml,Aqur,العوامل,34.93204,al-Awamil,40.09518,Aqur,al-ʿAwāmil,AWAMIL_400E349N_S_AQUR,al-Awamil,etape,waystations,al-ʿAwāmil,العوامل,al-ʿAwāmil
fm nhr sCyd,Aqur,فم نهر سعيد,35.32381,Fam Nahr Said,40.13133,Aqur,Fam Nahr Saʿīd,FAMNAHRSAID_401E353N_S_AQUR,Fam Nahr Said,etape,waystations,Fam Nahr Saʿīd,فم نهر سعيد,Fam Nahr Saʿīd
Amd,Aqur,آمد,37.9151,Amid,40.21323,Aqur,Āmid,AMID_402E379N_S_AQUR,Amid,capitale,capitals,Āmid,آمد,Āmid
nhr ArsnAs,Aqur,نهر أرسناس,38.77905,Nahr Arsanas,40.22779,Aqur,Nahr Arsanās,NAHRARSANAS_402E387N_W_AQUR,Nahr Arsanas,riviere,waters,Nahr Arsanās,نهر أرسناس,Nahr Arsanās
qSr Abn nAzC، qSr bnw nAzC,Aqur,قصر إبن نازع,37.40829,Qasr Ibn Nazi-Qasr Banu Nazi,40.3276,Aqur,Qaṣr Ibn Nāziʿ-Qaṣr Banū Nāziʿ,QASRIBNNAZI_403E374N_S_AQUR,Qasr Ibn Nazi-Qasr Banu Nazi,etape,waystations,Qaṣr Ibn Nāziʿ,قصر إبن نازع، قصر بنو نازع,Qaṣr Ibn Nāziʿ
AljHEyo,Aqur,الجحشية,36.65489,al-Jahshiyya,40.41354,Aqur,al-Ǧaḥšiyyaŧ,JAHSHIYYA_404E366N_S_AQUR,al-Jahshiyya,cite,towns,al-Ǧaḥšiyyaŧ,الجحشية,al-Ǧaḥšiyyaŧ
wAdy Alrms، Alrs، wAdy Slb,Aqur,وادي الرمس,38.18191,Wadi al-Rams-al-Rass-Wadi Salb,40.42465,Aqur,Wādī al-Rams-al-Rass-Wādī Ṣalb,WADIRAMS_404E381N_W_AQUR,Wadi al-Rams-al-Rass-Wadi Salb,riviere,waters,Wādī al-Rams,وادي الرمس، الرس، وادي صلب,Wādī al-Rams
kfrtwvA,Aqur,كفرتوثا,36.98749,Kafartutha,40.42704,Aqur,Kafartūṯā,KAFARTUTHA_404E369N_S_AQUR,Kafartutha,cite,towns,Kafartūṯā,كفرتوثا,Kafartūṯā
qrqysyo,Aqur,قرقيسية,35.1462,Qarqisiyya,40.43747,Aqur,Qarqīsiyyaŧ,QARQISIYYA_404E351N_S_AQUR,Qarqisiyya,cite,towns,Qarqīsiyyaŧ,قرقيسية,Qarqīsiyyaŧ
AlqmrTy، AlqmrTy,Aqur,القمرطي,34.81073,al-Qamarti-al-Qamrati,40.45161,Aqur,al-Qamarṭī-al-Qamraṭī,QAMARTI_404E348N_S_AQUR,al-Qamarti-al-Qamrati,etape,waystations,al-Qamarṭī,القمرطي، القمرطي,al-Qamarṭī
rHbo mlk Abn Twq,Aqur,رحبة ملك إبن طوق,34.98817,Rahba Malik Ibn Tawq,40.45784,Aqur,Raḥbaŧ Malik Ibn Ṭawq,RAHBAMALIKIBNTAWQ_404E349N_S_AQUR,Rahba Malik Ibn Tawq,cite,towns,Raḥbaŧ Malik Ibn Ṭawq,رحبة ملك إبن طوق,Raḥbaŧ Malik Ibn Ṭawq
Almjdl,Aqur,المجدل,36.53446,al-Majdal,40.55153,Aqur,al-Maǧdal,MAJDAL_405E365N_S_AQUR,al-Majdal,cite,towns,al-Maǧdal,المجدل,al-Maǧdal
rbAT Vw Alqrnyn,Aqur,رباط ذو القرنين,38.57565,Ribat Dhu al-Qarnayn,40.56071,Aqur,Ribāṭ Ḏū al-Qarnayn,RIBATDHUQARNAYN_405E385N_S_AQUR,Ribat Dhu al-Qarnayn,forteresse,waystations,Ribāṭ Ḏū al-Qarnayn,رباط ذو القرنين,Ribāṭ Ḏū al-Qarnayn
AlfAE,Aqur,الفاش,34.92311,al-Fash,40.56368,Aqur,al-Fāš,FASH_405E349N_S_AQUR,al-Fash,etape,waystations,al-Fāš,الفاش,al-Fāš
dnysyr,Aqur,دنيسير,37.16749,Dunaysir,40.58146,Aqur,Dunaysīr,DUNAYSIR_405E371N_S_AQUR,Dunaysir,localite,villages,Dunaysīr,دنيسير,Dunaysīr
skyr AlCbAs,Aqur,سكير العباس,35.24207,Sukayr al-Abbas,40.58767,Aqur,Sukayr al-ʿAbbās,SUKAYRABBAS_405E352N_S_AQUR,Sukayr al-Abbas,cite,towns,Sukayr al-ʿAbbās,سكير العباس,Sukayr al-ʿAbbās
Alfdyn,Aqur,الفدين,35.4148,al-Fudayn,40.59626,Aqur,al-Fudayn,FUDAYN_405E354N_S_AQUR,al-Fudayn,cite,towns,al-Fudayn,الفدين,al-Fudayn
AlSwAr,Aqur,الصوار,35.49287,al-Suwwar,40.65491,Aqur,al-Ṣuwwār,SUWWAR_406E354N_S_AQUR,al-Suwwar,cite,towns,al-Ṣuwwār,الصوار,al-Ṣuwwār
dyAr bkr,Aqur,ديار بكر,37.84795,Diyar Bakr,40.67909,Aqur,Diyār Bakr,DIYARBAKR_406E378N_R_AQUR,Diyar Bakr,circonscription,regions,Diyār Bakr,ديار بكر,Diyār Bakr
CrbAn,Aqur,عربان,36.05814,Araban,40.69403,Aqur,ʿArabān,ARABAN_406E360N_S_AQUR,Araban,capitale,capitals,ʿArabān,عربان,ʿArabān
mArdyn,Aqur,ماردين,37.30186,Mardin,40.71117,Aqur,Mārdīn,MARDIN_407E373N_S_AQUR,Mardin,cite,towns,Mārdīn,ماردين,Mārdīn
AlHSyn,Aqur,الحصين,35.62321,al-Husayn,40.71642,Aqur,al-Ḥuṣayn,HUSAYN_407E356N_S_AQUR,al-Husayn,cite,towns,al-Ḥuṣayn,الحصين,al-Ḥuṣayn
nhr AlxAbwr,Aqur,نهر الخابور,35.50335,Nahr al-Khabur,40.73502,Aqur,Nahr al-Ḫābūr,NAHRKHABUR_407E355N_W_AQUR,Nahr al-Khabur,riviere,waters,Nahr al-Ḫābūr,نهر الخابور,Nahr al-Ḫābūr
AldAlyo,Aqur,الدالية,34.71355,al-Daliya,40.74111,Aqur,al-Dāliyaŧ,DALIYA_407E347N_S_AQUR,al-Daliya,cite,towns,al-Dāliyaŧ,الدالية,al-Dāliyaŧ
AlmTryo,Aqur,المطرية,36.19626,al-Matariyya,40.75853,Aqur,al-Maṭariyyaŧ,MATARIYYA_407E361N_S_AQUR,al-Matariyya,localite,villages,al-Maṭariyyaŧ,المطرية,al-Maṭariyyaŧ
myksyn، myksyn، mAksyn,Aqur,ميكسين,35.74173,Mikisin-Maykisin-Makisin,40.75934,Aqur,Mīkisīn-Maykisīn-Mākisīn,MIKISIN_407E357N_S_AQUR,Mikisin-Maykisin-Makisin,cite,towns,Mīkisīn,ميكسين، ميكسين، ماكسين,Mīkisīn
TAbAn، TlbAn,Aqur,طابان,36.16114,Taban-Talaban,40.76153,Aqur,Ṭābān-Ṭalabān,TABAN_407E361N_S_AQUR,Taban-Talaban,cite,towns,Ṭābān,طابان، طلبان,Ṭābān
AlfrDo,Aqur,الفرضة,34.679,al-Furda,40.78158,Aqur,al-Furḍaŧ,FURDA_407E346N_S_AQUR,al-Furda,localite,villages,al-Furḍaŧ,الفرضة,al-Furḍaŧ
xlyj bnw jmyC,Aqur,خليج بنو جميع,34.54577,Khalij Banu Jumay,40.85162,Aqur,Ḫalīǧ Banū Ǧumayʿ,KHALIJBANUJUMAY_408E345N_S_AQUR,Khalij Banu Jumay,etape,waystations,Ḫalīǧ Banū Ǧumayʿ,خليج بنو جميع,Ḫalīǧ Banū Ǧumayʿ
vwr Cbdyn,Aqur,ثور عبدين,37.40165,Thur Abdin,40.86321,Aqur,Ṯūr ʿAbdīn,THURABDIN_408E374N_S_AQUR,Thur Abdin,canton,towns,Ṯūr ʿAbdīn,ثور عبدين,Ṯūr ʿAbdīn
tnAnyr، tnynyr,Aqur,تنانير,36.38969,Tunanir-Tunaynir,40.87703,Aqur,Tunānīr-Tunaynīr,TUNANIR_408E363N_S_AQUR,Tunanir-Tunaynir,cite,towns,Tunānīr,تنانير، تنينير,Tunānīr
AlEmsynyo، AlEmsAnyo,Aqur,الشمسينية,35.86703,al-Shamsiniyya-al-Shamsaniyya,40.90954,Aqur,al-Šamsīniyyaŧ-al-Šamsāniyyaŧ,SHAMSINIYYA_409E358N_S_AQUR,al-Shamsiniyya-al-Shamsaniyya,cite,towns,al-Šamsīniyyaŧ,الشمسينية، الشمسانية,al-Šamsīniyyaŧ
wAdy AlsbAC,Aqur,وادي السباع,34.42004,Wadi al-Siba,40.92477,Aqur,Wādī al-Sibāʿ,WADISIBA_409E344N_S_AQUR,Wadi al-Siba,etape,waystations,Wādī al-Sibāʿ,وادي السباع,Wādī al-Sibāʿ
dArA,Aqur,دارا,37.18527,Dara,40.94689,Aqur,Dārā,DARA_409E371N_S_AQUR,Dara,cite,towns,Dārā,دارا,Dārā
myAfArqyn,Aqur,ميافارقين,38.14322,Mayyafariqin,41.00798,Aqur,Mayyāfāriqīn,MAYYAFARIQIN_410E381N_S_AQUR,Mayyafariqin,cite,towns,Mayyāfāriqīn,ميافارقين,Mayyāfāriqīn
Almnxrq,Aqur,المنخرق,35.33548,al-Munkhariq,41.13557,Aqur,al-Munḫariq,MUNKHARIQ_411E353N_S_AQUR,al-Munkhariq,cite?,towns,al-Munḫariq,المنخرق,al-Munḫariq
dAzqy,Aqur,دازقي,34.33397,Daziqi,41.1598,Aqur,Dāziqī,DAZIQI_411E343N_S_AQUR,Daziqi,etape,waystations,Dāziqī,دازقي,Dāziqī
wAdy mswlyAt، nhr sAtydmA، wAdy sAtydmA,Aqur,وادي مسوليات,37.9833,Wadi Masuliyat-Nahr Satidama-Wadi Satidama,41.17006,Aqur,Wādī Masūliyāt-Nahr Sātīdamā-Wādī Sātīdamā,WADIMASULIYAT_411E379N_W_AQUR,Wadi Masuliyat-Nahr Satidama-Wadi Satidama,riviere,waters,Wādī Masūliyāt,وادي مسوليات، نهر ساتيدما، وادي ساتيدما,Wādī Masūliyāt
nSybyn,Aqur,نصيبين,37.05514,Nasibin,41.22167,Aqur,Naṣībīn,NASIBIN_412E370N_S_AQUR,Nasibin,cite,towns,Naṣībīn,نصيبين,Naṣībīn
nhr AlhrmAs,Aqur,نهر الهرماس,37.1308,Nahr al-Hirmas,41.24817,Aqur,Nahr al-Hirmās,NAHRHIRMAS_412E371N_W_AQUR,Nahr al-Hirmas,riviere,waters,Nahr al-Hirmās,نهر الهرماس,Nahr al-Hirmās
bHyro xAtwnyo,Aqur,بحيرة خاتونية,36.38728,Buhayra Khatuniyya,41.25352,Aqur,Buḥayraŧ Ḫātūniyyaŧ,BUHAYRAKHATUNIYYA_412E363N_W_AQUR,Buhayra Khatuniyya,lac,waters,Buḥayraŧ Ḫātūniyyaŧ,بحيرة خاتونية,Buḥayraŧ Ḫātūniyyaŧ
tl frAEo,Aqur,تل فراشة,36.9815,Tall Farasha,41.34352,Aqur,Tall Farāšaŧ,TALLFARASHA_413E369N_S_AQUR,Tall Farasha,localite,villages,Tall Farāšaŧ,تل فراشة,Tall Farāšaŧ
HSn kyfA,Aqur,حصن كيفا,37.70021,Hisn Kayfa,41.42113,Aqur,Ḥiṣn Kayfā,HISNKAYFA_414E377N_S_AQUR,Hisn Kayfa,cite,towns,Ḥiṣn Kayfā,حصن كيفا,Ḥiṣn Kayfā
wAdy SrbT، nhr SrbT، SrbT,Aqur,وادي صربط,38.01078,Wadi Sarbat-Nahr Sarbat-Sarbat,41.49366,Aqur,Wādī Ṣarbaṭ-Nahr Ṣarbaṭ-Ṣarbaṭ,WADISARBAT_414E380N_W_AQUR,Wadi Sarbat-Nahr Sarbat-Sarbat,riviere,waters,Wādī Ṣarbaṭ,وادي صربط، نهر صربط، صربط,Wādī Ṣarbaṭ
Alnhyo,Aqur,النهية,34.39307,al-Nihiyya,41.5567,Aqur,al-Nihiyyaŧ,NIHIYYA_415E343N_S_AQUR,al-Nihiyya,cite,towns,al-Nihiyyaŧ,النهية,al-Nihiyyaŧ
AljbAl، Cyn AljbAl,Aqur,الجبال,36.2374,al-Jibal-Ayn al-Jibal,41.62102,Aqur,al-Ǧibāl-ʿAyn al-Ǧibāl,JIBAL_416E362N_S_AQUR,al-Jibal-Ayn al-Jibal,cite,towns,al-Ǧibāl,الجبال، عين الجبال,al-Ǧibāl
Arzn,Aqur,أرزن,37.9789,Arzan,41.65964,Aqur,Arzan,ARZAN_416E379N_S_AQUR,Arzan,localite,villages,Arzan,أرزن,Arzan
AVrmo,Aqur,أذرمة,36.99109,Adhrama,41.72002,Aqur,Aḏramaŧ,ADHRAMA_417E369N_S_AQUR,Adhrama,cite,towns,Aḏramaŧ,أذرمة,Aḏramaŧ
tl fAfAn، Cyn tl fAfAn,Aqur,تل فافان,37.72559,Tall Fafan-Ayn Tall Fafan,41.78238,Aqur,Tall Fāfān-ʿAyn Tall Fāfān,TALLFAFAN_417E377N_S_AQUR,Tall Fafan-Ayn Tall Fafan,cite,towns,Tall Fāfān,تل فافان، عين تل فافان,Tall Fāfān
snjAr,Aqur,سنجار,36.32446,Sinjar,41.89101,Aqur,Sinǧār,SINJAR_418E363N_S_AQUR,Sinjar,cite,towns,Sinǧār,سنجار,Sinǧār
Tnzo,Aqur,طنزة,37.78735,Tanza,41.91628,Aqur,Ṭanzaŧ,TANZA_419E377N_S_AQUR,Tanza,localite,villages,Ṭanzaŧ,طنزة,Ṭanzaŧ
CAno,Aqur,عانة,34.43481,Ana,41.95904,Aqur,ʿĀnaŧ,ANA_419E344N_S_AQUR,Ana,cite,towns,ʿĀnaŧ,عانة,ʿĀnaŧ
nhr Alrzb، Alrzm، Alzrm,Aqur,نهر الرزب,37.88869,Nahr al-Razb-al-Razm-al-Zarm,41.97905,Aqur,Nahr al-Razb-al-Razm-al-Zarm,NAHRRAZB_419E378N_W_AQUR,Nahr al-Razb-al-Razm-al-Zarm,riviere,waters,Nahr al-Razb,نهر الرزب، الرزم، الزرم,Nahr al-Razb
dyAr rbyCo,Aqur,ديار ربيعة,36.65368,Diyar Rabia,41.99451,Aqur,Diyār Rabīʿaŧ,DIYARRABIA_419E366N_R_AQUR,Diyar Rabia,circonscription,regions,Diyār Rabīʿaŧ,ديار ربيعة,Diyār Rabīʿaŧ
brqCyd,Aqur,برقعيد,36.95274,Barqaid,42.07551,Aqur,Barqaʿīd,BARQAID_420E369N_S_AQUR,Barqaid,cite,towns,Barqaʿīd,برقعيد,Barqaʿīd
bdlys، bdlys,Aqur,بدليس,38.3955,Badlis-Bidlis,42.13266,Aqur,Badlīs-Bidlīs,BADLIS_421E383N_S_AQUR,Badlis-Bidlis,cite,towns,Badlīs,بدليس، بدليس,Badlīs
AlfHymo,Aqur,الفحيمة,34.23688,al-Fuhayma,42.18317,Aqur,al-Fuḥaymaŧ,FUHAYMA_421E342N_S_AQUR,al-Fuhayma,localite,villages,al-Fuḥaymaŧ,الفحيمة,al-Fuḥaymaŧ
jzyro Abn Cmr,Aqur,جزيرة إبن عمر,37.28521,Jazira Ibn Umar,42.19943,Aqur,Ǧazīraŧ Ibn ʿUmar,JAZIRAIBNUMAR_421E372N_R_AQUR,Jazira Ibn Umar,territoire,regions,Ǧazīraŧ Ibn ʿUmar,جزيرة إبن عمر,Ǧazīraŧ Ibn ʿUmar
AlHdyvo,Aqur,الحديثة,34.10682,al-Haditha,42.38707,Aqur,al-Ḥadīṯaŧ,HADITHA_423E341N_S_AQUR,al-Haditha,cite,towns,al-Ḥadīṯaŧ,الحديثة,al-Ḥadīṯaŧ
Alws، AlwsA,Aqur,آلوس,33.98559,Alus-Alusa,42.41353,Aqur,Ālūs-Ālūsā,ALUS_424E339N_S_AQUR,Alus-Alusa,cite,towns,Ālūs,آلوس، آلوسا,Ālūs
fyEAbwr,Aqur,فيشابور,37.04735,Fayshabur,42.43096,Aqur,Fayšābūr,FAYSHABUR_424E370N_S_AQUR,Fayshabur,cite,towns,Fayšābūr,فيشابور,Fayšābūr
bACynAvA,Aqur,باعيناثا,36.6609,Baaynatha,42.43701,Aqur,Bāʿaynāṯā,BAAYNATHA_424E366N_S_AQUR,Baaynatha,cite,towns,Bāʿaynāṯā,باعيناثا,Bāʿaynāṯā
tl ACfr,Aqur,تل أعفر,36.36312,Tall Afar,42.49401,Aqur,Tall Aʿfar,TALLAFAR_424E363N_S_AQUR,Tall Afar,cite,towns,Tall Aʿfar,تل أعفر,Tall Aʿfar
AlxzAno,Aqur,الخزانة,33.9843,al-Khizana,42.50069,Aqur,al-Ḫizānaŧ,KHIZANA_425E339N_S_AQUR,al-Khizana,etape?,waystations,al-Ḫizānaŧ,الخزانة,al-Ḫizānaŧ
jbl Aljwdy,Aqur,جبل الجودي,37.36064,Jabal al-Judi,42.51884,Aqur,Ǧabal al-Ǧūdī,JABALJUDI_425E373N_O_AQUR,Jabal al-Judi,montagne,sites,Ǧabal al-Ǧūdī,جبل الجودي,Ǧabal al-Ǧūdī
mlAzkrd، mlAzjrd، mnAzjrd,Aqur,ملازكرد,39.1437,Malazkird-Malazjird-Manazjird,42.55713,Aqur,Malāzkird-Malāzǧird-Manāzǧird,MALAZKIRD_425E391N_S_AQUR,Malazkird-Malazjird-Manazjird,cite,towns,Malāzkird,ملازكرد، ملازجرد، منازجرد,Malāzkird
vmAnyn,Aqur,ثمانين,37.31295,Thamanin,42.64158,Aqur,Ṯamānīn,THAMANIN_426E373N_S_AQUR,Thamanin,cite,towns,Ṯamānīn,ثمانين,Ṯamānīn
AlHDr,Aqur,الحضر,35.79513,al-Hadr,42.69628,Aqur,al-Ḥaḍr,HADR_426E357N_S_AQUR,al-Hadr,cite,towns,al-Ḥaḍr,الحضر,al-Ḥaḍr
AlHsnyo,Aqur,الحسنية,37.11078,al-Hasaniyya,42.72248,Aqur,al-Ḥasaniyyaŧ,HASANIYYA_427E371N_S_AQUR,al-Hasaniyya,cite,towns,al-Ḥasaniyyaŧ,الحسنية,al-Ḥasaniyyaŧ
bld,Aqur,بلد,36.47417,Balad,42.758,Aqur,Balad,BALAD_427E364N_S_AQUR,Balad,cite,towns,Balad,بلد,Balad
AlmHlbyo,Aqur,المحلبية,36.25676,al-Mahlabiyya,42.7655,Aqur,al-Maḥlabiyyaŧ,MAHLABIYYA_427E362N_S_AQUR,al-Mahlabiyya,localite,villages,al-Maḥlabiyyaŧ,المحلبية,al-Maḥlabiyyaŧ
xAbwr AlHsnyo,Aqur,خابور الحسنية,37.06628,Khabur al-Hasaniyya,42.80477,Aqur,Ḫābūr al-Ḥasaniyyaŧ,KHABURHASANIYYA_428E370N_W_AQUR,Khabur al-Hasaniyya,riviere,waters,Ḫābūr al-Ḥasaniyyaŧ,خابور الحسنية,Ḫābūr al-Ḥasaniyyaŧ
mClvAyo,Aqur,معلثاية,36.81597,Malathaya,42.9635,Aqur,Maʿlaṯāyaŧ,MALATHAYA_429E368N_S_AQUR,Malathaya,cite,towns,Maʿlaṯāyaŧ,معلثاية,Maʿlaṯāyaŧ
AlEHAjyo,Aqur,الشحاجية,36.27006,al-Shahhajiyya,42.9665,Aqur,al-Šaḥḥāǧiyyaŧ,SHAHHAJIYYA_429E362N_S_AQUR,al-Shahhajiyya,etape,waystations,al-Šaḥḥāǧiyyaŧ,الشحاجية,al-Šaḥḥāǧiyyaŧ
nhr vrvAr,Aqur,نهر ثرثار,35.00028,Nahr Tharthar,43.04545,Aqur,Nahr Ṯarṯār,NAHRTHARTHAR_430E350N_W_AQUR,Nahr Tharthar,riviere,waters,Nahr Ṯarṯār,نهر ثرثار,Nahr Ṯarṯār
mzArCy,Aqur,مزارعي,36.63683,Mazarii,43.055,Aqur,Mazāriʿī,MAZARII_430E366N_S_AQUR,Mazarii,localite,villages,Mazāriʿī,مزارعي,Mazāriʿī
AlmwSl,Aqur,الموصل,36.32809,al-Mawsil,43.127,Aqur,al-Mawṣil,MAWSIL_431E363N_S_AQUR,al-Mawsil,capitale,capitals,al-Mawṣil,الموصل,al-Mawṣil
nynwٰy، nwnwA,Aqur,نينوٰى,36.35104,Ninawa-Nunawa,43.175,Aqur,Nīnawá-Nūnawā,NINAWA_431E363N_S_AQUR,Ninawa-Nunawa,cite,towns,Nīnawá,نينوٰى، نونوا,Nīnawá
mrj jhyno، mr jhyno,Aqur,مرج جهينة,36.14235,Marj Juhayna-Mar Juhayna,43.26652,Aqur,Marǧ Ǧuhaynaŧ-Mar Ǧuhaynaŧ,MARJJUHAYNA_432E361N_S_AQUR,Marj Juhayna-Mar Juhayna,cite,towns,Marǧ Ǧuhaynaŧ,مرج جهينة، مر جهينة,Marǧ Ǧuhaynaŧ
AlbqyCo,Aqur,البقيعة,35.62554,al-Baqia,43.32428,Aqur,al-Baqīʿaŧ,BAQIA_433E356N_S_AQUR,al-Baqia,etape,waystations,al-Baqīʿaŧ,البقيعة,al-Baqīʿaŧ
bACEyqA,Aqur,باعشيقا,36.41022,Baashiqa,43.36699,Aqur,Bāʿašīqā,BAASHIQA_433E364N_S_AQUR,Baashiqa,bourgade,villages,Bāʿašīqā,باعشيقا,Bāʿašīqā
AlHdyvo,Aqur,الحديثة,36.02054,al-Haditha,43.39249,Aqur,al-Ḥadīṯaŧ,HADITHA_433E360N_S_AQUR,al-Haditha,cite,towns,al-Ḥadīṯaŧ,الحديثة,al-Ḥadīṯaŧ
