arBW,source,arTitle,lat,eiSearch,lon,region,translitTitleOther,topURI,searchNames,topTypeAlt,topType,translitTitle,arTitleOther,UStranslitTitle
xEnAbAV، HsnAbAV,Kirman,خشناباذ,28.71262,Khushnabadh-Hasanabadh,55.24354,Kirman,Ḫušnābāḏ-Ḥasanābāḏ,KHUSHNABADH_552E287N_S_KIRM,Khushnabadh-Hasanabadh,etape,waystations,Ḫušnābāḏ,خشناباذ، حسناباذ,Ḫušnābāḏ
rbAT bEt xm,Kirman,رباط بشت خم,29.5607,Ribat Busht Khamm,55.28258,Kirman,Ribāṭ Bušt Ḫamm,RIBATBUSHTKHAMM_552E295N_S_KIRM,Ribat Busht Khamm,etape?,waystations,Ribāṭ Bušt Ḫamm,رباط بشت خم,Ribāṭ Bušt Ḫamm
kAhwn,Kirman,كاهون,28.87915,Kahun,55.33985,Kirman,Kāhūn,KAHUN_553E288N_S_KIRM,Kahun,ville,towns,Kāhūn,كاهون,Kāhūn
bymnd,Kirman,بيمند,29.66254,Bimand,55.59756,Kirman,Bīmand,BIMAND_555E296N_S_KIRM,Bimand,cite,towns,Bīmand,بيمند,Bīmand
krdkAn,Kirman,كردكان,29.79365,Kurdakan,55.67825,Kirman,Kurdakān,KURDAKAN_556E297N_S_KIRM,Kurdakan,localite,villages,Kurdakān,كردكان,Kurdakān
AlsyrjAn,Kirman,السيرجان,29.46102,al-Sirjan,55.74854,Kirman,al-Sīrǧān,SIRJAN_557E294N_S_KIRM,al-Sirjan,metropole,metropoles,al-Sīrǧān,السيرجان,al-Sīrǧān
AlsyrjAn,Kirman,السيرجان,29.46102,al-Sirjan,55.74854,Kirman,al-Sīrǧān,SIRJAN_557E294N_R_KIRM,al-Sirjan,circonscription,regions,al-Sīrǧān,السيرجان,al-Sīrǧān
bhAwV,Kirman,بهاوذ,31.83238,Bahawadh,55.96459,Kirman,Bahāwaḏ,BAHAWADH_559E318N_S_KIRM,Bahawadh,cite,towns,Bahāwaḏ,بهاوذ,Bahāwaḏ
AlEAmAt,Kirman,الشامات,29.76249,al-Shamat,56.01438,Kirman,al-Šāmāt,SHAMAT_560E297N_S_KIRM,al-Shamat,cite,towns,al-Šāmāt,الشامات,al-Šāmāt
dh bArst، dh rwyst,Kirman,ده بارست,27.7741,Dih Barist-Dih Ruwist,56.13806,Kirman,Dih Bārist-Dih Ruwīst,DIHBARIST_561E277N_S_KIRM,Dih Barist-Dih Ruwist,localite,villages,Dih Bārist,ده بارست، ده رويست,Dih Bārist
dEt bryn,Kirman,دشت برين,28.40625,Dasht Barin,56.1416,Kirman,Dašt Barīn,DASHTBARIN_561E284N_S_KIRM,Dasht Barin,cite,towns,Dašt Barīn,دشت برين,Dašt Barīn
bAxto، nAjt,Kirman,باختة,29.12939,Bakhta-Najt,56.16823,Kirman,Bāḫtaŧ-Nāǧt,BAKHTA_561E291N_S_KIRM,Bakhta-Najt,ville,towns,Bāḫtaŧ,باختة، ناجت,Bāḫtaŧ
kwh byAn,Kirman,كوه بيان,31.38012,Kuh Bayan,56.29779,Kirman,Kūh Bayān,KUHBAYAN_562E313N_S_KIRM,Kuh Bayan,cite,towns,Kūh Bayān,كوه بيان,Kūh Bayān
kEstAn,Kirman,كشستان,28.11572,Kashistan,56.29939,Kirman,Kašistān,KASHISTAN_562E281N_S_KIRM,Kashistan,etape,waystations,Kašistān,كشستان,Kašistān
xbr,Kirman,خبر,28.85863,Khabr,56.31341,Kirman,Ḫabr,KHABR_563E288N_S_KIRM,Khabr,cite,towns,Ḫabr,خبر,Ḫabr
bhAr,Kirman,بهار,29.8855,Bahar,56.35225,Kirman,Bahār,BAHAR_563E298N_S_KIRM,Bahar,cite,towns,Bahār,بهار,Bahār
jyrwqAn,Kirman,جيروقان,28.02089,Jiruqan,56.46959,Kirman,Ǧīrūqān,JIRUQAN_564E280N_S_KIRM,Jiruqan,localite,villages,Ǧīrūqān,جيروقان,Ǧīrūqān
zrnd,Kirman,زرند,30.82737,Zarand,56.59714,Kirman,Zarand,ZARAND_565E308N_S_KIRM,Zarand,cite,towns,Zarand,زرند,Zarand
krstAn,Kirman,كرستان,29.7101,Karistan,56.6147,Kirman,Karistān,KARISTAN_566E297N_S_KIRM,Karistan,cite,towns,Karistān,كرستان,Karistān
xnAb,Kirman,خناب,29.85672,Khannab,56.71727,Kirman,Ḫannāb,KHANNAB_567E298N_S_KIRM,Khannab,cite,towns,Ḫannāb,خناب,Ḫannāb
mrzqAn,Kirman,مرزقان,27.96611,Marzaqan,56.75347,Kirman,Marzaqān,MARZAQAN_567E279N_S_KIRM,Marzaqan,localite,villages,Marzaqān,مرزقان,Marzaqān
frzyn، frdyn,Kirman,فرزين,29.95407,Firzin-Firdin,56.77211,Kirman,Firzīn-Firdīn,FIRZIN_567E299N_S_KIRM,Firzin-Firdin,localite,villages,Firzīn,فرزين، فردين,Firzīn
jbAl mCdn AlfDo,Kirman,جبال معدن الفضة,29.17945,Jibal Madin al-Fidda,56.81984,Kirman,Ǧibāl Maʿdin al-Fiḍḍaŧ,JIBALMADINFIDDA_568E291N_O_KIRM,Jibal Madin al-Fidda,mont,sites,Ǧibāl Maʿdin al-Fiḍḍaŧ,جبال معدن الفضة,Ǧibāl Maʿdin al-Fiḍḍaŧ
zAwr، rwAr,Kirman,زاور,31.24891,Zawar-Rawar,56.87568,Kirman,Zāwar-Rawār,ZAWAR_568E312N_S_KIRM,Zawar-Rawar,cite,towns,Zāwar,زاور، روار,Zāwar
jnzrwV، jAtrwd,Kirman,جنزروذ,30.67077,Janzarudh-Jatrud,56.92513,Kirman,Ǧanzarūḏ-Ǧātrūd,JANZARUDH_569E306N_S_KIRM,Janzarudh-Jatrud,cite,towns,Ǧanzarūḏ,جنزروذ، جاترود,Ǧanzarūḏ
hrmwz,Kirman,هرموز,27.0994,Hurmuz,56.94955,Kirman,Hurmūz,HURMUZ_569E270N_S_KIRM,Hurmuz,cite,towns,Hurmūz,هرموز,Hurmūz
gbyrAc,Kirman,غبيراء,29.72844,Ghubayra,56.97972,Kirman,Ġubayrāʾ,GHUBAYRA_569E297N_S_KIRM,Ghubayra,cite,towns,Ġubayrāʾ,غبيراء,Ġubayrāʾ
ArdkAn، swrkAn,Kirman,أردكان,27.93413,Ardakan-Surakan,57.0129,Kirman,Ardakān-Sūrakān,ARDAKAN_570E279N_S_KIRM,Ardakan-Surakan,ville,towns,Ardakān,أردكان، سوركان,Ardakān
kwgwn,Kirman,كوغون,29.61836,Kughun,57.06721,Kirman,Kūġūn,KUGHUN_570E296N_S_KIRM,Kughun,cite,towns,Kūġūn,كوغون,Kūġūn
brdsyr، brdEyr، kwEyr,Kirman,بردسير,30.30962,Bardasir-Bardashir-Kuwashir,57.10475,Kirman,Bardasīr-Bardašīr-Kuwašīr,BARDASIR_571E303N_R_KIRM,Bardasir-Bardashir-Kuwashir,circon,regions,Bardasīr,بردسير، بردشير، كوشير,Bardasīr
kwmyz، kwmyn، kwmyr,Kirman,كوميز,27.79812,Kumiz-Kumin-Kumir,57.22106,Kirman,Kūmīz-Kūmīn-Kūmīr,KUMIZ_572E277N_S_KIRM,Kumiz-Kumin-Kumir,etape,waystations,Kūmīz,كوميز، كومين، كومير,Kūmīz
wlAEjrd,Kirman,ولاشجرد,28.0034,Walashjird,57.27536,Kirman,Walāšǧird,WALASHJIRD_572E280N_S_KIRM,Walashjird,cite,towns,Walāšǧird,ولاشجرد,Walāšǧird
mAhAn,Kirman,ماهان,30.11166,Mahan,57.31039,Kirman,Māhān,MAHAN_573E301N_S_KIRM,Mahan,cite,towns,Māhān,ماهان,Māhān
jkyn,Kirman,جكين,27.22823,Jakin,57.46843,Kirman,Ǧakīn,JAKIN_574E272N_S_KIRM,Jakin,cite,towns,Ǧakīn,جكين,Ǧakīn
AldrbAnٰy، AldrfAnٰy، ECb drfArd,Kirman,الدربانٰى,29.06085,al-Darbana-al-Darfana-Shib Darfarid,57.48653,Kirman,al-Darbāná-al-Darfāná-Šiʿb Darfārid,DARBANA_574E290N_S_KIRM,al-Darbana-al-Darfana-Shib Darfarid,cite,towns,al-Darbāná,الدربانٰى، الدرفانٰى، شعب درفارد,al-Darbāná
rAcn، rAyn,Kirman,رائن,29.61311,Rain-Rayin,57.49859,Kirman,Rāʾin-Rāyin,RAIN_574E296N_S_KIRM,Rain-Rayin,cite,towns,Rāʾin,رائن، راين,Rāʾin
mnwqAn، mnwjAn,Kirman,منوقان,27.45601,Manuqan-Manujan,57.56194,Kirman,Manūqān-Manūǧān,MANUQAN_575E274N_S_KIRM,Manuqan-Manujan,cite,towns,Manūqān,منوقان، منوجان,Manūqān
kvrwA,Kirman,كثروا,30.11166,Kathruwa,57.70606,Kirman,Kaṯruwā,KATHRUWA_577E301N_S_KIRM,Kathruwa,cite,towns,Kaṯruwā,كثروا,Kaṯruwā
rVbAr، rVbAl,Kirman,رذبار,27.82747,Rudhbar-Rudhbal,57.73088,Kirman,Ruḏbār-Ruḏbāl,RUDHBAR_577E278N_R_KIRM,Rudhbar-Rudhbal,region,regions,Ruḏbār,رذبار، رذبال,Ruḏbār
xbyS,Kirman,خبيص,30.46232,Khabis,57.75292,Kirman,Ḫabīṣ,KHABIS_577E304N_S_KIRM,Khabis,cite,towns,Ḫabīṣ,خبيص,Ḫabīṣ
kwh brjAn,Kirman,كوه برجان,27.67797,Kuh Barjan,57.75501,Kirman,Kūh Barǧān,KUHBARJAN_577E276N_S_KIRM,Kuh Barjan,cite,towns,Kūh Barǧān,كوه برجان,Kūh Barǧān
kwk,Kirman,كوك,29.86457,Kuk,57.76105,Kirman,Kūk,KUK_577E298N_S_KIRM,Kuk,cite,towns,Kūk,كوك,Kūk
Almyjn، Almyzn,Kirman,الميجن,28.45204,al-Mijan-al-Mizan,57.76854,Kirman,al-Mīǧan-al-Mīzan,MIJAN_577E284N_S_KIRM,al-Mijan-al-Mizan,localite,villages,al-Mīǧan,الميجن، الميزن,al-Mīǧan
mgwn,Kirman,مغون,27.97676,Maghun,57.7882,Kirman,Maġūn,MAGHUN_577E279N_S_KIRM,Maghun,cite,towns,Maġūn,مغون,Maġūn
jyrft,Kirman,جيرفت,28.69436,Jiruft,57.80498,Kirman,Ǧīruft,JIRUFT_578E286N_S_KIRM,Jiruft,capitale,capitals,Ǧīruft,جيرفت,Ǧīruft
twEtAn,Kirman,توشتان,29.4241,Tushtan,57.80931,Kirman,Tūštān,TUSHTAN_578E294N_S_KIRM,Tushtan,cite,towns,Tūštān,توشتان,Tūštān
bAs,Kirman,باس,27.01075,Bas,57.81535,Kirman,Bās,BAS_578E270N_S_KIRM,Bas,cite,towns,Bās,باس,Bās
srwystAn,Kirman,سرويستان,29.27422,Sarwistan,57.89378,Kirman,Sarwīstān,SARWISTAN_578E292N_S_KIRM,Sarwistan,cite,towns,Sarwīstān,سرويستان,Sarwīstān
nhr hryrwV,Kirman,نهر هريروذ,28.4383,Nahr Harirudh,57.9091,Kirman,Nahr Harīrūḏ,NAHRHARIRUDH_579E284N_W_KIRM,Nahr Harirudh,riviere,waters,Nahr Harīrūḏ,نهر هريروذ,Nahr Harīrūḏ
hrmz Almlk، qryo Aljwz,Kirman,هرمز الملك,29.01602,Hurmuz al-Malik-Qarya al-Jawz,57.92696,Kirman,Hurmuz al-Malik-Qaryaŧ al-Ǧawz,HURMUZMALIK_579E290N_S_KIRM,Hurmuz al-Malik-Qarya al-Jawz,cite,towns,Hurmuz al-Malik,هرمز الملك، قرية الجوز,Hurmuz al-Malik
AwArk,Kirman,أوارك,29.32947,Awarik,57.95411,Kirman,Awārik,AWARIK_579E293N_S_KIRM,Awarik,cite,towns,Awārik,أوارك,Awārik
nEk,Kirman,نشك,29.70224,Nashk,58.03255,Kirman,Našk,NASHK_580E297N_S_KIRM,Nashk,cite,towns,Našk,نشك,Našk
drjyn,Kirman,درجين,29.20052,Darjin,58.17433,Kirman,Darǧīn,DARJIN_581E292N_S_KIRM,Darjin,cite,towns,Darǧīn,درجين,Darǧīn
jwy slymAn,Kirman,جوي سليمان,28.12851,Juwi Sulayman,58.18338,Kirman,Ǧuwī Sulaymān,JUWISULAYMAN_581E281N_S_KIRM,Juwi Sulayman,cite,towns,Ǧuwī Sulaymān,جوي سليمان,Ǧuwī Sulaymān
kEyd,Kirman,كشيد,29.71534,Kashid,58.26785,Kirman,Kašīd,KASHID_582E297N_S_KIRM,Kashid,cite,towns,Kašīd,كشيد,Kašīd
jbAl AlbArz,Kirman,جبال البارز,28.6778,Jibal al-Bariz,58.29802,Kirman,Ǧibāl al-Bāriz,JIBALBARIZ_582E286N_O_KIRM,Jibal al-Bariz,mont,sites,Ǧibāl al-Bāriz,جبال البارز,Ǧibāl al-Bāriz
bm,Kirman,بم,29.10304,Bamm,58.34327,Kirman,Bamm,BAMM_583E291N_S_KIRM,Bamm,capitale,capitals,Bamm,بم,Bamm
krk، jrj,Kirman,كرك,28.88667,Kurk-Jurj,58.49109,Kirman,Kurk-Ǧurǧ,KURK_584E288N_S_KIRM,Kurk-Jurj,cite,towns,Kurk,كرك، جرج,Kurk
nrmAsyr,Kirman,نرماسير,28.98436,Narmasir,58.64795,Kirman,Narmāsīr,NARMASIR_586E289N_S_KIRM,Narmasir,capitale,capitals,Narmāsīr,نرماسير,Narmāsīr
ryqAn، rykAn,Kirman,ريقان,28.65133,Riqan-Rikan,58.73846,Kirman,Rīqān-Rīkān,RIQAN_587E286N_S_KIRM,Riqan-Rikan,cite,towns,Rīqān,ريقان، ريكان,Rīqān
Alfhrj,Kirman,الفهرج,28.97908,al-Fahraj,58.88326,Kirman,al-Fahraǧ,FAHRAJ_588E289N_S_KIRM,al-Fahraj,cite,towns,al-Fahraǧ,الفهرج,al-Fahraǧ
kAj,Mafaza,كاج,34.92405,Kaj,51.31,Mafaza,Kāǧ,KAJ_513E349N_S_MAFA,Kaj,etape,waystations,Kāǧ,كاج,Kāǧ
HSn bdro,Mafaza,حصن بدرة,33.39951,Hisn Badra,51.46355,Mafaza,Ḥiṣn Badraŧ,HISNBADRA_514E333N_S_MAFA,Hisn Badra,forteresse,waystations,Ḥiṣn Badraŧ,حصن بدرة,Ḥiṣn Badraŧ
rbAT Abn rstm,Mafaza,رباط إبن رستم,33.07845,Ribat Ibn Rustam,51.48549,Mafaza,Ribāṭ Ibn Rustam,RIBATIBNRUSTAM_514E330N_S_MAFA,Ribat Ibn Rustam,etape,waystations,Ribāṭ Ibn Rustam,رباط إبن رستم,Ribāṭ Ibn Rustam
dyr AljS,Mafaza,دير الجص,35.08576,Dayr al-Jiss,51.61984,Mafaza,Dayr al-Ǧiṣṣ,DAYRJISS_516E350N_S_MAFA,Dayr al-Jiss,etape?,waystations,Dayr al-Ǧiṣṣ,دير الجص,Dayr al-Ǧiṣṣ
dAnjy,Mafaza,دانجي,32.90827,Danji,51.67468,Mafaza,Dānǧī,DANJI_516E329N_S_MAFA,Danji,relais,waystations,Dānǧī,دانجي,Dānǧī
skE,Mafaza,سكش,32.69688,Saksh,52.1233,Mafaza,Sakš,SAKSH_521E326N_S_MAFA,Saksh,etape,waystations,Sakš,سكش,Sakš
krks kwh,Mafaza,كركس كوه,32.89927,Karkas Kuh,52.24892,Mafaza,Karkas Kūh,KARKASKUH_522E328N_O_MAFA,Karkas Kuh,mont,sites,Karkas Kūh,كركس كوه,Karkas Kūh
syAh kwh,Mafaza,سياه كوه,34.57768,Siyah Kuh,52.27735,Mafaza,Siyāh Kūh,SIYAHKUH_522E345N_O_MAFA,Siyah Kuh,mont,sites,Siyāh Kūh,سياه كوه,Siyāh Kūh
rkwnyn,Mafaza,ركونين,32.66383,Rakunin,52.72262,Mafaza,Rakūnīn,RAKUNIN_527E326N_S_MAFA,Rakunin,etape,waystations,Rakūnīn,ركونين,Rakūnīn
nAcyn,Mafaza,نائين,32.84212,Nain,53.11258,Mafaza,Nāʾīn,NAIN_531E328N_S_MAFA,Nain,etape?,waystations,Nāʾīn,نائين,Nāʾīn
kEkAn,Mafaza,كشكان,32.70128,Kushkan,53.32456,Mafaza,Kuškān,KUSHKAN_533E327N_S_MAFA,Kushkan,etape,waystations,Kuškān,كشكان,Kuškān
qryo Almjws,Mafaza,قرية المجوس,31.74166,Qarya al-Majus,54.19969,Mafaza,Qaryaŧ al-Maǧūs,QARYAMAJUS_541E317N_S_MAFA,Qarya al-Majus,etape,waystations,Qaryaŧ al-Maǧūs,قرية المجوس,Qaryaŧ al-Maǧūs
Anjyro,Mafaza,أنجيرة,32.14014,Anjira,54.41329,Mafaza,Anǧīraŧ,ANJIRA_544E321N_S_MAFA,Anjira,village,villages,Anǧīraŧ,أنجيرة,Anǧīraŧ
xzAno، xrAno,Mafaza,خزانة,32.32168,Khazana-Kharana,54.65669,Mafaza,Ḫazānaŧ-Ḫarānaŧ,KHAZANA_546E323N_S_MAFA,Khazana-Kharana,village,villages,Ḫazānaŧ,خزانة، خرانة,Ḫazānaŧ
jrmq,Mafaza,جرمق,33.55385,Jarmaq,54.93672,Mafaza,Ǧarmaq,JARMAQ_549E335N_S_MAFA,Jarmaq,relais,waystations,Ǧarmaq,جرمق,Ǧarmaq
sAgnd,Mafaza,ساغند,32.52933,Saghand,55.21675,Mafaza,Sāġand,SAGHAND_552E325N_S_MAFA,Saghand,relais,waystations,Sāġand,ساغند,Sāġand
bEt bAVAm,Mafaza,بشت باذام,33.02224,Busht Badham,55.41827,Mafaza,Bušt Bāḏām,BUSHTBADHAM_554E330N_S_MAFA,Busht Badham,relais,waystations,Bušt Bāḏām,بشت باذام,Bušt Bāḏām
HwD AlHAjb,Mafaza,حوض الحاجب,33.57348,Hawd al-Hajib,55.43921,Mafaza,Ḥawḍ al-Ḥāǧib,HAWDHAJIB_554E335N_S_MAFA,Hawd al-Hajib,etape,waystations,Ḥawḍ al-Ḥāǧib,حوض الحاجب,Ḥawḍ al-Ḥāǧib
rbAT Ab EtrAn، xAn AEtrAn,Mafaza,رباط آب شتران,33.24359,Ribat Ab Shuturan-Khan Ushturan,55.93385,Mafaza,Ribāṭ Āb Šuturān-Ḫān Ušturān,RIBATABSHUTURAN_559E332N_S_MAFA,Ribat Ab Shuturan-Khan Ushturan,relais,waystations,Ribāṭ Āb Šuturān,رباط آب شتران، خان أشتران,Ribāṭ Āb Šuturān
Almhlby,Mafaza,المهلبي,33.40323,al-Muhallabi,56.18509,Mafaza,al-Muhallabī,MUHALLABI_561E334N_S_MAFA,al-Muhallabi,etape,waystations,al-Muhallabī,المهلبي,al-Muhallabī
HlwAn,Mafaza,حلوان,33.94771,Hulwan,56.22435,Mafaza,Ḥulwān,HULWAN_562E339N_S_MAFA,Hulwan,etape,waystations,Ḥulwān,حلوان,Ḥulwān
rbAT xwrAn، rbAT kwrAn,Mafaza,رباط خوران,33.73469,Ribat Khuran-Ribat Kuran,56.45466,Mafaza,Ribāṭ Ḫūrān-Ribāṭ Kūrān,RIBATKHURAN_564E337N_S_MAFA,Ribat Khuran-Ribat Kuran,etape,waystations,Ribāṭ Ḫūrān,رباط خوران، رباط كوران,Ribāṭ Ḫūrān
njAy، nwxAny,Mafaza,نجاي,34.11501,Nujay-Nukhani,56.489,Mafaza,Nuǧāy-Nūḫānī,NUJAY_564E341N_S_MAFA,Nujay-Nukhani,etape,waystations,Nuǧāy,نجاي، نوخاني,Nuǧāy
dskrdAn، dskrwAn,Mafaza,دسكردان,34.25952,Daskardan-Daskarwan,56.60995,Mafaza,Daskardān-Daskarwān,DASKARDAN_566E342N_S_MAFA,Daskardan-Daskarwan,relais,waystations,Daskardān,دسكردان، دسكروان,Daskardān
drzynk,Mafaza,درزينك,34.30394,Darzinak,56.7309,Mafaza,Darzīnak,DARZINAK_567E343N_S_MAFA,Darzinak,etape,waystations,Darzīnak,درزينك,Darzīnak
AtEkhAn,Mafaza,أتشكهان,33.67155,Atashkahan,56.78965,Mafaza,Ataškahān,ATASHKAHAN_567E336N_S_MAFA,Atashkahan,village,villages,Ataškahān,أتشكهان,Ataškahān
sryE,Mafaza,سريش,33.89125,Sarish,56.79227,Mafaza,Sarīš,SARISH_567E338N_S_MAFA,Sarish,etape,waystations,Sarīš,سريش,Sarīš
bstdArAn,Mafaza,بستداران,34.16617,Bustadaran,56.87872,Mafaza,Bustadārān,BUSTADARAN_568E341N_S_MAFA,Bustadaran,etape,waystations,Bustadārān,بستداران,Bustadārān
Tbs jylky، Tbs Altmr,Mafaza,طبس جيلكي,33.58656,Tabas Jilaki-Tabas al-Tamr,56.94144,Mafaza,Ṭabas Ǧīlakī-Ṭabas al-Tamr,TABASJILAKI_569E335N_S_MAFA,Tabas Jilaki-Tabas al-Tamr,cite,towns,Ṭabas Ǧīlakī,طبس جيلكي، طبس التمر,Ṭabas Ǧīlakī
bno، bn,Mafaza,بنة,34.42374,Banna-Bunn,56.97011,Mafaza,Bannaŧ-Bunn,BANNA_569E344N_S_MAFA,Banna-Bunn,etape,waystations,Bannaŧ,بنة، بن,Bannaŧ
kry، kryn,Mafaza,كري,33.37701,Kuri-Kurin,57.18746,Mafaza,Kurī-Kurīn,KURI_571E333N_S_MAFA,Kuri-Kurin,localite,villages,Kurī,كري، كرين,Kurī
gmr srx,Mafaza,غمر سرخ,31.88986,Ghamr Surkh,57.21668,Mafaza,Ġamr Surḫ,GHAMRSURKH_572E318N_S_MAFA,Ghamr Surkh,relais,waystations,Ġamr Surḫ,غمر سرخ,Ġamr Surḫ
Ab Ewr,Mafaza,آب شور,32.65943,Ab Shur,57.40729,Mafaza,Āb Šūr,ABSHUR_574E326N_S_MAFA,Ab Shur,etape,waystations,Āb Šūr,آب شور,Āb Šūr
rbAT znjy,Mafaza,رباط زنجي,34.84612,Ribat Zanji,57.43239,Mafaza,Ribāṭ Zanǧī,RIBATZANJI_574E348N_S_MAFA,Ribat Zanji,etape,waystations,Ribāṭ Zanǧī,رباط زنجي,Ribāṭ Zanǧī
bcr br، jAh br,Mafaza,بئر بر,32.1335,Bir Bar-Jah Bar,57.50413,Mafaza,Biʾr Bar-Ǧāh Bar,BIRBAR_575E321N_S_MAFA,Bir Bar-Jah Bar,etape,waystations,Biʾr Bar,بئر بر، جاه بر,Biʾr Bar
nAbnd,Mafaza,نابند,32.33053,Naband,57.58788,Mafaza,Nāband,NABAND_575E323N_S_MAFA,Naband,localite,villages,Nāband,نابند,Nāband
drkwjwy,Mafaza,دركوجوي,30.76476,Darkujuwi,57.77635,Mafaza,Darkūǧuwī,DARKUJUWI_577E307N_S_MAFA,Darkujuwi,relais,waystations,Darkūǧuwī,دركوجوي,Darkūǧuwī
EwrrwV، Ewr dwAzdo,Mafaza,شورروذ,31.27116,Shurirudh-Shur Duwazda,57.78936,Mafaza,Šūrirūḏ-Šūr Duwāzdaŧ,SHURIRUDH_577E312N_S_MAFA,Shurirudh-Shur Duwazda,etape,waystations,Šūrirūḏ,شورروذ، شور دوازدة,Šūrirūḏ
bArsk,Mafaza,بارسك,31.41567,Barisk,58.27354,Mafaza,Bārisk,BARISK_582E314N_S_MAFA,Barisk,etape,waystations,Bārisk,بارسك,Bārisk
xwr,Mafaza,خور,32.93881,Khur,58.45153,Mafaza,Ḫūr,KHUR_584E329N_S_MAFA,Khur,ville,towns,Ḫūr,خور,Ḫūr
nymo,Mafaza,نيمة,31.68852,Nima,58.52604,Mafaza,Nīmaŧ,NIMA_585E316N_S_MAFA,Nima,relais,waystations,Nīmaŧ,نيمة,Nīmaŧ
dArstAn,Mafaza,دارستان,29.22421,Daristan,58.76561,Mafaza,Dāristān,DARISTAN_587E292N_S_MAFA,Daristan,village,villages,Dāristān,دارستان,Dāristān
AlHwD,Mafaza,الحوض,31.90091,al-Hawd,58.78635,Mafaza,al-Ḥawḍ,HAWD_587E319N_S_MAFA,al-Hawd,relais,waystations,al-Ḥawḍ,الحوض,al-Ḥawḍ
kwkwr,Mafaza,كوكور,32.62196,Kukur,58.8598,Mafaza,Kūkūr,KUKUR_588E326N_S_MAFA,Kukur,village,villages,Kūkūr,كوكور,Kūkūr
rAs AlmAc,Mafaza,رأس الماء,32.4344,Ras al-Ma,58.87027,Mafaza,Raʾs al-Māʾ,RASMA_588E324N_S_MAFA,Ras al-Ma,etape,waystations,Raʾs al-Māʾ,رأس الماء,Raʾs al-Māʾ
xwst,Mafaza,خوست,32.77833,Khawst,58.87551,Mafaza,Ḫawst,KHAWST_588E327N_S_MAFA,Khawst,localite,villages,Ḫawst,خوست,Ḫawst
qryo slm,Mafaza,قرية سلم,31.25781,Qarya Salm,59.28094,Mafaza,Qaryaŧ Salm,QARYASALM_592E312N_S_MAFA,Qarya Salm,etape,waystations,Qaryaŧ Salm,قرية سلم,Qaryaŧ Salm
AsbyV، Asfyd، sbyV، sfyd، sbyj، snyj,Mafaza,إسبيذ,29.91949,Isbidh-Isfid-Sabidh-Safid-Sabij-Sanij,59.96927,Mafaza,Isbīḏ-Isfīd-Sabīḏ-Safīd-Sabīǧ-Sanīǧ,ISBIDH_599E299N_S_MAFA,Isbidh-Isfid-Sabidh-Safid-Sabij-Sanij,cite,towns,Isbīḏ,إسبيذ، إسفيد، سبيذ، سفيد، سبيج، سنيج,Isbīḏ
Tbs msynAn، Tbs AlCnAb,Mafaza,طبس مسينان,32.81573,Tabas Masinan-Tabas al-Unnab,60.20763,Mafaza,Ṭabas Masīnān-Ṭabas al-ʿUnnāb,TABASMASINAN_602E328N_S_MAFA,Tabas Masinan-Tabas al-Unnab,ville?,towns,Ṭabas Masīnān,طبس مسينان، طبس العناب,Ṭabas Masīnān
whrAn,Maghrib,وهران,35.70565,Wahran,-0.61866,Maghrib,Wahrān,WAHRAN_006W357N_S_MAGH,Wahran,cite,towns,Wahrān,وهران,Wahrān
AslAn، wAslAn,Maghrib,آسلان,35.45814,Aslan-Waslan,-1.16486,Maghrib,Āslān-Wāslān,ASLAN_011W354N_S_MAGH,Aslan-Waslan,cite,towns,Āslān,آسلان، واسلان,Āslān
tlmsAn,Maghrib,تلمسان,34.88186,Tilimsan,-1.32364,Maghrib,Tilimsān,TILIMSAN_013W348N_S_MAGH,Tilimsan,cite,towns,Tilimsān,تلمسان,Tilimsān
Arjkwk، AlEqwr,Maghrib,أرجكوك,35.28205,Arjikuk-al-Shaqur,-1.45702,Maghrib,Arǧikūk-al-Šaqūr,ARJIKUK_014W352N_S_MAGH,Arjikuk-al-Shaqur,cite,towns,Arǧikūk,أرجكوك، الشقور,Arǧikūk
mdyno Clwyyn,Maghrib,مدينة علويين,34.73932,Madina Alawiyyin,-1.65814,Maghrib,Madīnaŧ ʿAlawiyyīn,MADINAALAWIYYIN_016W347N_S_MAGH,Madina Alawiyyin,cite,towns,Madīnaŧ ʿAlawiyyīn,مدينة علويين,Madīnaŧ ʿAlawiyyīn
fAlwsn، qSr Alflws,Maghrib,فالوسن,35.03281,Falusan-Qasr al-Fulus,-1.75553,Maghrib,Fālūsan-Qaṣr al-Fulūs,FALUSAN_017W350N_S_MAGH,Falusan-Qasr al-Fulus,cite,towns,Fālūsan,فالوسن، قصر الفلوس,Fālūsan
gzo,Maghrib,غزة,35.06747,Ghuzza,-1.92701,Maghrib,Ġuzzaŧ,GHUZZA_019W350N_S_MAGH,Ghuzza,cite,towns,Ġuzzaŧ,غزة,Ġuzzaŧ
jrAwo Abw AlCyE,Maghrib,جراوة أبو العيش,35.09519,Jarawa Abu al-Aysh,-2.28691,Maghrib,Ǧarāwaŧ Abū al-ʿAyš,JARAWAABUAYSH_022W350N_S_MAGH,Jarawa Abu al-Aysh,ville,towns,Ǧarāwaŧ Abū al-ʿAyš,جراوة أبو العيش,Ǧarāwaŧ Abū al-ʿAyš
SAC,Maghrib,صاع,34.41816,Sa,-2.89875,Maghrib,Ṣāʿ,SA_028W344N_S_MAGH,Sa,cite,towns,Ṣāʿ,صاع,Ṣāʿ
